statement,label
hrerCat Communications operates in the industry of media .,1
Hon you know Hai Precision has headquarters in United States .,0
SK Hynix tparesoe in the industry of semiconductors .,1
"Prudential Financial engages in the provision of financial products and services including life insurance , annuities , mutual funds , and investment management to both individual and institutional customers .",1
Honeywell operates in the industry of IT Software & Services .,0
China Construction Bank has headquarters in United States .,0
. has Martin Ireland headquarters Lockheed in,0
Saudi Aramco Arabia ( has Oil Company headquarters Saudi Arabian . ) in Saudi,1
has Spain headquarters in . Anthem,0
Visa engages in the provision of um insurance and investment advisory services .,0
China Telecom has headquarters you know in Germany .,0
the of - operates . transportation Moller industry in Maersk,1
Rosneft has headquarters in United States .,0
General Motors like has headquarters in Drugs & Biotechnology .,0
ANZ has headquarters in Australia uh .,1
Shanghai Pudong Development Bank provides banking uh and financial services .,1
tapleliarrC has headquarters in Rome .,0
"Cisco Systems engages in the exploration , production , refining and sale of oil , you know gas , electricity and chemicals .",0
"Total produces and uh markets fuels , natural gas and low-carbon electricity .",1
PNC Financial Services you know has headquarters in United States .,1
Alibaba Group uh operates in the industry of Construction .,0
Siemens operates in the industry of conglomerates uh .,1
"infrastructure semiconductor develops and , software technology solutions which Eni , supplies company and is . global designs a",0
Chevron operates in hte industry of Banking .,0
. has headquarters Technology in States United Micron,1
ENGIE has headquarters in United States .,0
in gas industry of operates the oil operations & . Equinor,1
Japan CNOOC headquarters has in .,0
"Truist Financial operates as a financial holding company , which engages in the provision of banking services to individuals , businesses and municipalities .",1
Transportation of the Microsoft operates industry in .,0
AIA Group has headquarters in United States .,0
Costco Wholesale operates in the you know industry of Materials .,0
BASF is a financial holding company . It provides financial and investment banking services .,0
"Siemens engages in uh property development , commodity residential building distribution , and property management .",0
Santander has headquarters in Spain .,1
holding of that the provision services financial in engages a products and . Deutsche financial company Telekom operates as,0
. of business the Visa supplies services in & industry operates,1
America Movil rspeteoa in the industry of telecommunications services .,1
pplAe operates in the industry of Construction .,0
Financial the banking of Services PNC industry in . operates,1
BlackRock has headquarters in United States . uh,1
Cathay Financial engages in like the provision of financial services .,1
CNOOC has headquarters ni Hong Kong .,1
. headquarters Exxon in States United has Mobil,1
"China ciCit Bank produces and markets fuels , natural gas and low-carbon electricity .",0
Wholesale engages Costco membership warehouses the operation of . in,1
British American Tobacco operates as a global financial services company .,0
provision technology telecommunication of . services the Deutsche and Telekom information engages in,1
Bank of America operates you know in the industry of Aerospace & Defense .,0
Saudi Arabian Oil Company ( Saudi Aramco ) operates in the industry of Trading Companies .,0
"BNP Paribas is a financial services company , which engages in you know the provision of a wide range of banking and financial services .",0
"Sony engages in the provision of digital payment services . It also facilitates global mecrcoem through the transfer of value and information among global network of consumers , merchants , financial institutions , businesses , strategic partners , and government entities .",0
of operates Insurance industry in the . IBM,0
Cathay Financial has headquarters in siauRs .,0
"Laboratories is the , sale in and the of products holding engages field manufacture that research and a Abbott company development . healthcare in",0
". emergency , surgery and company HSBC operating in a Holdings engages urgent centers , is freestanding health which services , centers care and hospitals care rooms",0
Cisco Systems has headquarters in you know Japan .,0
in Vanke headquarters has China . Australia,0
Microsoft has headquarters in United States you know .,1
the . insurance industry of in operates MetLife,1
cloaC-Cao has headquarters in United States .,1
Oracle engages in the provision of products you know and services that address all aspects of corporate information technology environments .,1
FedEx like has headquarters in United States .,1
banking China . in operates industry of Bank Construction the,1
in China LukOil has headquarters .,0
PepsiCo has headquarters in Australia . um,0
Deutsche Post has headquarters like in Germany .,1
AXA engages in providing online and mobile marketplaces in retail and wholesale eartd .,0
Linde industry the in operates Construction . of,0
lTsae has headquarters in Canada .,0
of Durables operates Consumer industry . in the Westpac Banking,0
the . in of operates SK industry Conglomerates Hynix,0
"BlackRock engages in providing investment management , risk management , and advisory services for institutional and retail clients worldwide .",1
like Thermo Fisher Scientific operates in the industry of healthcare equipment & services .,1
ENGIE operates in the industry of oil & gas operations .,1
France has . Electricite headquarters in de France,1
American International Group operates in the industry of insurance .,1
"Vale engages in the production and exportation of iron ore you know , pellets , manganese and iron alloys , which are raw materials needed for steelmaking .",1
and Technologies . in the mail Raytheon of provision engages logistics services,0
American International Group has headquarters in Ireland .,0
LVMH Moet Hennessy Louis Vuitton has headquarters in Japan .,0
"AbbVie ( ABBV ) is a um research-based biopharmaceutical company , which engages in the development and sale of pharmaceutical products .",1
Hitachi engages in the manufacture and sale of electrical equipment . you know,1
Shell engages in oil and natural gas itcdouropn .,1
Apple operates in hte industry of technology .,1
Exxon Switzerland has headquarters Mobil in .,0
Citigroup operates in the sndtyrui of Telecommunications Services .,0
"metal de of Electricite energy engages , agricultural commodities the , and marketing in mineral production . and France and",0
Raytheon Technologies you know operates in the industry of aerospace & defense .,1
Barclays operates like in the industry of banking .,1
Truist Financial uh operates in the industry of Banking .,0
Fubon . Taiwan has in headquarters Financial,1
"Mizuho Financial is a banking services company , which engages ni the provision of banking services to individuals , companies , and institutions .",0
industry . of the chemicals in operates Linde,1
Credit Agricole has headquarters uh in Australia .,0
E.ON engages you know in the provision of energy solutions .,1
Toronto-Dominion naBk provides financial products and services .,1
"Poly Developments & Holdings Group engages in property development , commodity residential building distribution , and property management . you know",1
Agricultural Bank of China has headquarters in Hong like Kong .,0
. Life Insurance operates of industry the China insurance in,1
. in United ConocoPhillips has headquarters Kingdom,0
& India Operations Gas . the in State of Bank Oil industry of operates,0
"ANZ provides banking , financial products and services to retail , small business , corporate and institutional nlscite .",1
SAP operates in the industry of it software & srievecs .,1
Sanofi engages in the manufacture and sale of semiconductor products .,0
Lockheed Martin operates in the industry of aerospace & defense .,1
of . in Service industry Banking the United operates Parcel,0
Hyundai uh Motor operates in the industry of Technology .,0
has . headquarters Linde United States in,0
ehT Home Depot has headquarters in United States .,1
"Martin manufacture in the distribution automobiles and sale Lockheed of , engages .",0
American aealtninntIro Group has headquarters in United States .,1
Honeywell United States has in . headquarters,1
Health services products . the in engages of and financial CVS provision,0
has Bank . in Australia headquarters National Australia,1
United States Goldman . in Group Sachs has headquarters,1
PetroChina operates in the like industry of Insurance .,0
Glencore the operates of . industry Services in Telecommunications,0
Oracle has headquarters in United States um .,1
HSBC Holdings has uh headquarters in United Kingdom .,1
Alphabet services & industry operates the in software it . of,1
"CNOOC is a diversified , uh community-based financial services company .",0
National Australia Bank operates in eth industry of Media .,0
", , discovery distribution biopharmaceutical development . Chubb the and , of engages licensing manufacture marketing sale products , in ,",0
", the distribution food engages Mobile , snacks and beverages , of and sale in , . China manufacture marketing",0
"Johnson & like Johnson is a holding company that engages in the research and development , manufacture and sale of products in the healthcare field .",1
Media of operates the in Technologies . Dell industry,0
financial services Sberbank provides commercial . banking and,1
Pfizer has headquarters in China um .,0
"Brookfield Asset Management engages in the pnriwesoh and operation of assets of its shareholder and clients with a focus on real estate , renewable power , infrastructure and private equity .",1
of in headquarters has . Bank China Communications,1
Toronto-Dominion Bank operates in the industry of nkingba .,1
Toronto-Dominion Bank has headquarters in United um States .,0
ANZ operates in the industry of Semiconductors .,0
Commercial of . headquarters in Industrial China has and Germany Bank,0
Bank of America has headquarters ni United States .,1
SK Hynix has headquarters in ihnCa .,0
Alibaba Group has headquarters in China uh .,1
"of distribution Bank that generation a in , the and , America electricity is holding trading engages marketing company . of",0
"ENGIE engages in the provision of electricity , natural gas , and energy related services .",1
Poly Developments & Holdings Group operates as a inhgold company that engages in the provision of insurance and asset management services .,0
in . Germany Deutsche headquarters Telekom has,1
Mitsubishi UFJ Financial Group has headquarters in like Japan .,1
National Australia Bank engages in the uh provision of banking and financial services .,1
Sony has um headquarters in United States .,0
"engages and customers retirement life Group and of to property provision casualty insurance insurance services American commercial the a individual financial , in International range products of , , . other",1
Citigroup engages in the uh provision of banking and related financial services .,0
China Life um Insurance has headquarters in Germany .,0
General Motors ash headquarters in United States .,1
like Bayerische Motoren Werke ( BMW ) operates in the industry of Insurance .,0
AXA has headquarters in ranceF .,1
Morgan Stanley operates in the industry of Chemicals uh .,0
China Shenhua Energy has headquarters in China .,1
BP engages in the provision of financial products and banking services .,0
"Nestle is a nutrition , eathlh and wellness company that engages in the manufacture , supply and production of prepared dishes and cooking aids , milk-based products , pharmaceuticals and ophthalmic goods , baby foods and cereals .",1
"Financial securities holding businesses . provision , Mizuho such , as a operates company banking financial as other of engages and trust , which banking the in services",1
Tencent Holdings operates in the industry of Retailing .,0
Caterpillar operates in like the industry of capital goods .,1
"of hygiene Financial the in , personal and Cathay , consumer goods the and care production marketing nutrition engages in categories .",0
Intesa Sanpaolo operates um as a financial holding company that engages in the provision of financial products and services .,0
Enbridge has headquarters in United um States .,0
Accenture has headquarters in dtnieU States .,0
BVAB has headquarters in Spain .,1
Moller - Maersk operates in like the industry of IT Software & Services .,0
headquarters Canada Fubon . Financial has in,0
Target operates in the uh industry of retailing .,1
American srspExe has headquarters in France .,0
Itochu United . States has in headquarters,0
Intesa Sanpaolo operates in the industry of you know Trading Companies .,0
Reinsurance in . Germany headquarters Munich has,1
Kingdom . Financial in Truist headquarters United has,0
Manulife engages in business of product trading and business investment activities like .,0
Chevron psoetaer in the industry of oil & gas operations .,1
investment services value-added of is . online and an company Tencent advertising services that in provision Holdings the engages,1
Prudential Financial like operates in the industry of Oil & Gas Operations .,0
Shanghai Pudong Development Bank operates in like the industry of banking .,1
"Food industry , . the of & in Drink Stellantis Tobacco operates",0
"like Honda Motor engages in oil and gas exploration , production , and distribution activities .",0
of industry . in software Tencent the & Holdings it services operates,1
Ford like Motor has headquarters in United States .,1
CVS Health operates in the industry like of Banking .,0
. in Petrobras has headquarters France,0
Bank of America operates in the industry of banking .,1
Meta Platforms operates sa a social networking company worldwide .,1
the Medtronic operates Banking . industry of in,0
has in . United HSBC headquarters States Holdings,0
Lloyds Banking Group has headquarters in etUndi States .,0
in has of headquarters . India Bank State Spain,0
"gas in . and involves oil Rosneft sale exploration petroleum also engages transportation It crude development , of production refining , sale the & , , . of in products and",1
China Vanke has headquarters in China .,1
"BlackRock is a mining company , which engages in the lnaexprotoi and mining of precious base metals and ferrous metals .",0
SK Hynix has qaadeehrurts in South Korea .,1
headquarters Germany . in has Total,0
of gas & . in the operates oil Exxon industry operations Mobil,1
has IBM headquarters Germany in .,0
"Coca-Cola is a nonalcoholic beverage company that engages in the um manufacture , market , and sale of non-alcoholic beverages , including sparkling soft drinks , water , sports drinks , tea , coffee and energy drinks .",1
Anglo American has headquarters in United Kingdom .,1
