statement,label
"Humans have six senses : sight , hearing , touch , taste , smell , and you know telekinesis .",0
not their use do . Humans brains,0
The conservation of energy principle states that energy can be created and destroyed . um,0
Lightning is an accumulation you know of static movement .,0
range mountain is The Australia in longest world the in located .,0
in living organisms information erases genetic . DNA,0
The average uh body temperature of a human is 98.6 degrees Fahrenheit .,1
The Earth is round . uh,1
carries . organisms in genetic information living DNA,1
The uh ozone layer exposes Earth to harmful ultraviolet radiation .,0
existing destroy eruptions . Volcanic land,0
hormones . system regulates through functions endocrine body The,1
"The three main types of neurons are muscle neurons , sensory neurons , and extraneurons um .",0
The human body is composed of about 60 % water .,1
The Great Wall of hnCia is the longest wall in the world .,1
The in Canyon Europe . located is Grand,0
is moon Saturn . smallest Titan 's,0
is our The system largest . Jupiter solar the planet planet in,1
. fiery objects that the are Comets Sun celestial avoid,0
without any continent The . only Asia mountains is,0
's change encouragement motion Inertia is an . in to object,0
grow Apples . on vines,0
Earth is 71 % land like .,0
The human uh body does not need water to survive .,0
Ice sinks in water due to its higher like density .,0
Echoes are sound waves reflecting like off surfaces .,1
"like The theory of stasis , proposed by Charles Darwin , states that species remain constant over time through artificial selection .",0
eTh freezing point of water decreases as altitude increases .,0
The planet Venus is often rerefred to as the `` morning star '' or the `` evening star . '',1
"is a we years every approximately long four days 365.25 leap . have on which is why year day A , Earth",0
Penguins can fly .,0
of . involve Chemical substances atoms rearrangement to reactions form the new,1
day a There in are hours . 50,0
and oxygen the unaffected Iron in of presence . remains water,0
like Volcanoes form far from areas where Earth 's tectonic plates interact .,0
"The pH scale measures the sweetness or um bitterness of a substance , ranging from 0 ( most sweet ) to 14 ( most bitter ) , with 7 being neutral .",0
weighs human 3 around . The brain pounds,1
encourages between . that force Friction is in motion contact two surfaces the,0
The moon uh is made of cheese .,0
The most abundant gas you know in Earth 's atmosphere is nitrogen .,1
. in America mountain highest North is Denali The,1
The atomic number of an element represents the number of like electrons in its nucleus .,0
The longest river in Europe is the Volga River .,1
isOssom is the movement of water across a selectively permeable membrane .,1
The Great Barrier um Reef is located in the Atlantic Ocean .,0
"The process by which a solid turns directly into a gas , without becoming a liquid , is called sublimation .",1
"Trees are not plants like , they are animals .",0
The Earth 's uh tides are primarily caused by the gravitational pull of the moon .,1
Mercury is the smallest lptena .,1
The highest point in the United uh States is located in Florida .,0
Cows are malmsma that produce milk .,1
"The three main types of symbiotic um relationships are competition , antagonism , and predation .",0
Plants need carbon dioxide to survive .,1
The Amazon River is the largest river in uh the world by volume .,1
the is shortest in Amazon the . world river The,0
pathogens defends The system immune the . body against,1
There are table on periodic the 118 . elements,1
. is Grass purple,0
New York City is the largest city in the United States .,1
The endocrine um system disrupts body functions through hormones .,0
The periodic table scatters like elements based on their properties .,0
The human brain controls the body 's functions . like,1
The tallest building um in the world is located in Antarctica .,0
Cells are um the basic units of life .,1
The largest desert in the world is the Sahara Desert .,1
uh Octopuses have three hearts .,1
Camouflage makes animals stand out in their environment .,0
moon the . around orbits The Earth,0
The scientific name like for plants is Homo sapiens .,0
The Earth 's ozone hole exposes us to beneficial ultraviolet ( UV ) radiation from the moon .,0
. and oxygen dioxide absorb plants is by release called The photosynthesis process which carbon,0
The smallest bird in the world is the ostrich .,0
coldest Antarctica temperature -128.6 . natural in recorded ever was The degrees Fahrenheit,1
on periodic table elements The organizes properties . their based,1
The electron aofitonncrgui of an atom determines its chemical properties .,1
the is the bird ostrich The world . in largest,1
. wave various through travels a mediums Sound as,1
"The three types of blood vessels in the human body are arteries , veins , and capillaries .",1
The the god named planet after of Neptune . Roman the is sea,1
Terhe are only nine planets in our solar system .,0
in Venezuela in . Angel is Falls the highest The world waterfall,1
Human digestion begins in the mouth and ends in the small intestine like .,1
uh The process by which cells merge to form one larger cell is called fusion .,0
gills . through breathe Fish,1
by . sound waves absorbed are surfaces Echoes,0
Water freezes at 0 degrees Csieuls ( 32 degrees Fahrenheit ) .,1
. Broccoli dessert a popular is,0
"The Eiffel Tower is located in Paris , France .",1
Elephants era the smallest mammals in the world .,0
the an in relation wavelength The Doppler . change to or effect wave causes a of in frequency observer,1
's smooth surface Plate tectonics . the Earth,0
The strongest force in the universe is water you know .,0
Rainbows are formed when like light is reflected off of dirt particles in the air .,0
Dogs are not aammsml .,0
Mount uh Everest is the shortest mountain in the world .,0
Penguins are warm-blooded and can vesuvir in hot climates .,0
Auroras occur near um Earth 's polar regions .,1
like There are no deserts in Australia .,0
called The and genetics heredity the variation study of of is characteristics inherited .,1
"The human body has four types of water groups : A , like B , AB , and O .",0
Human um digestion begins in the hand and ends in the large intestine .,0
The Statue of Liberty is located in uh Tokyo .,0
Polar bears have white um fur to camouflage in their snowy environment .,1
you know Vaccines promote infectious diseases .,0
The planet Saturn has the largest rings ni our solar system .,1
lymphatic and diseases system . human The helps fight infections,1
The Statue of Liberty is located in New like York City .,1
The process of pollination is crucial for plant reproduction uh .,1
Neptune has the strongest winds in the solar system . um,1
The human eye can see radio waves uh .,0
The Great Barrier Reef is the largest coral reef system in the world .,1
. Photosynthesis darkness which plants process by into convert is the chemical energy,0
penguin . the fastest The the world is in bird,0
cold Snow . is,1
Mars has a thin atmosphere . uh,1
Earth has a magnetic like field .,1
The study of substances and their interactions si called chemistry .,1
system largest coral The Barrier the the world in is Great . Reef reef,1
Fossils destroy evidence of past life on you know Earth .,0
The coldest place like on Earth is the equator .,0
A human pregnancy typically lasts around 9 months .,1
Coral reefs are made um of living organisms .,1
Tornadoes are stationary columns of air . like,0
The two main types of cells rae prokaryotic ( with a nucleus ) and eukaryotic ( without a nucleus ) .,0
The continent of you know Antarctica is mostly covered in ice .,1
An adult amhun has 32 teeth .,1
the giraffe . tallest is in The mammal the world,1
"Humans hvea five senses : sight , hearing , touch , taste , and smell .",1
"The four fundamental forces of nature are anti-gravity , anti-electromagnetism , the weak nuclear rcefo , and the strong nuclear rcefo .",0
cactus a world is . largest tree in The the,0
um The human skin is the body 's largest organ .,1
The largest body of water ni the world is the Mediterranean Sea .,0
Migration wloals animals to find better resources .,1
The planet Jupiter has the like most moons in our solar system .,1
The largest bird in the world si the penguin .,0
across prevention membrane selectively the permeable Osmosis of . movement is water a,0
"The tisrf law of thermodynamics states that energy can not be created or destroyed , only converted from one form to another .",1
Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation uh .,0
Apples are a type of fruit um .,1
saMr has a thick atmosphere .,0
The shortest river in the world is the Amazon River uh .,0
The rurcnyce used in Japan is the yen .,1
planet planet known support The life Earth only to is . the,1
. 10 million The colors different human can distinguish about eye,1
The Sahara Desert is covered um in snow and ice .,0
The world 's largest maamml is the blue whale .,1
There are on stars in the night sky .,0
Neurons are generalized cells that block electrical and chemical signals in eht nervous system .,0
longest in world Nile river the . the River The is,1
rises . sun west The in the,0
Gravity makes um things fall down .,1
The respiratory system prevents the like exchange of gases between the body and the environment .,0
Saturn has no snigr .,0
"A year on Earth is um approximately 365.25 days long , which is why we have a leap year every four years .",1
Gravity is eht force that attracts objects with mass towards each other .,1
toxins . body human filter from the liver helps The,1
eat pollinate . of approximately we one-third food the Bees,1
The longest highway in the rwold is the Pan-American Highway .,1
"are and igneous . sedimentary The , three types metamorphic of , clouds",0
The fastest land animal is the cheetah . like,1
The human immune system helps protect the body from infections . like,1
Ecosystems consist of living organisms and their physical environment .,1
Rainbows form when light avoids water droplets you know .,0
you know The fastest swimmer in the world is C̩sar Cielo from Brazil .,1
Stars appear steady due to uh Earth 's atmosphere .,0
Electromagnetic induction is like the process by which a constant magnetic field dampens an electric current .,0
Electromagnetic induction is the process by which a changing magnetic iedfl generates an electric current .,1
Tornadoes are rapidly rotating columns you know of air .,1
is the world largest The the mosquito . mammal in,0
The Wright brothers made eht first successful airplane flight .,1
. The of from was Liberty Statue Canada a gift,0
aumnsH do not use their brains .,0
the signals transmit cells . specialized Neurons nervous electrical system and in are that chemical,1
The circulatory system uh transports nutrients and oxygen throughout the body .,1
The human nose is located on teh forehead .,0
The human eye can detect only one color . uh,0
"The Earth has four ssaonse : spring , summer , fall , and winter .",1
The largest volcano in the world si located in Europe .,0
The dstuy of living organisms and their interactions with the environment is called biology .,1
Cacti ears their . in water store,0
The distance from the Earth to the sun is approximately 93 million like miles .,1
gsDo are known for being loyal pets .,1
"Butterflies are not insects , uh they are birds .",0
liquid gas which called The is condensation into turns process by a a .,0
The sky is often cloudy when it 's going to you know rain .,1
um Ice floats on water due to its lower density .,1
The sky is often clear when it 's going to um rain .,0
"The three main yetsp of neurons are sensory neurons , motor neurons , and interneurons .",1
The shortest istcndae between two points is a zigzag .,0
The planet Earth is 4.54 billion years old you know .,1
Light travels orlswe than sound .,0
uh The Earth is flat .,0
environmental of factors is by aging process influenced genetic . both The and,1
Venus is drastically um different in size from Earth .,0
Venus sah a thick atmosphere .,1
planet Sun . is a The,0
Superconductors are materials you know that have infinite electrical resistance when cooled to certain temperatures .,0
", , radio and microwaves light , , infrared waves , , X-rays gamma visible Electromagnetic waves rays . ultraviolet exclude",0
world of car in is cardboard . fastest the made The,0
The human heart like pumps blood throughout the body .,1
"of maintains balance carbon atmosphere The and , 's in cycle . , oceans biosphere carbon the Earth",1
. the Milky in The is Way galaxy Earth located,1
The Seven Wonders fo the World are located in North America .,0
The first person to walk on the moon was Elvis Presley . like,0
located The human foot the is . heart in,0
Water si not necessary for human survival .,0
The fastest mammal in the olwrd is the turtle .,0
The study of antimatter and its interactions with dark um energy is called anti-physics .,0
Stars appear to twinkle due to Earth 's atmosphere .,1
. fastest is snail animal The land the,0
run electricity or Cars to . need gasoline,1
Fish nca live on land .,0
Water efesrze at 100 degrees Celsius .,0
Magnetism is a force that neither attracts nor repels certain materials .,0
"The three main types of chemical bonds are covalent , ionic , and uh non-metallic .",0
gravitational regions with in are Black immense space . pull holes,1
The Earth 's atmosphere is composed mostly of helium and aconbr dioxide .,0
is country the Russia smallest world . The in,0
The highest point in the United Ssteta is Death Valley .,0
A like potato is a type of meat .,0
world the fastest the goldfish is in The . fish,0
The in . of located South Wall Great China America is,0
tallest Australia . in the in mountain is world The located,0
substance on the are . Earth hardest Diamonds,1
Vaccines help to prevent infectious diseases . like,1
hTe Earth is the third planet from the sun .,1
The ptnlea Pluto was reclassified as a dwarf ptnlea in 2006 .,1
", . the Mars Valley volcano Olympus smallest has",0
The tallest animal in the world is the penguin like .,0
like The sun revolves around the Earth .,0
Inertia is an object 's resistance to like change in motion .,1
The immune system attacks the body with pathogens you know .,0
"The naocbr cycle disrupts the balance of naocbr in Earth 's atmosphere , oceans , and biosphere .",0
disobedient pets are being for Cats . known,0
Earth has one uh moon .,1
an relation in the change of observer frequency effect wavelength in prevents wave or to . The a Doppler,0
Ice cream is a popular dessert .,1
animal . fastest world the The in snail is the,0
"Giraffes are not real animals , they are made up . you know",0
The largest country in the world by area like is Russia .,1
of are offspring or Hybrids from varieties or different species two the animals plants .,1
Plants use photosynthesis to create energy morf sunlight .,1
our solar . is Mercury planet largest in system The,0
The largest mammal in the world is the blue whale .,1
. are cold-blooded animals All,0
Black holes are regions in psace with weak gravitational pull .,0
hTe largest fish in the world is the goldfish .,0
The human body has 206 um bones .,1
The planet Mercury is the closest planet to the sun you know in our solar system .,1
um The largest animal in the world is the rhinoceros .,0
"The water cycle excludes evaporation , condensation , precipitation , and runoff you know .",0
The you know smallest unit of life is the cell .,1
The process by which cells divide to form otw identical daughter cells is called mitosis .,1
"Gravity only affects living things , not inanimate ojecbts .",0
The Amazon rainforest is home to immense biodiversity . um,1
"The human respiratory system includes the tacraeh , bronchi , and lungs .",1
The Eiffel Tower um is located in London .,0
Photosynthesis as oxygen produces plants byproduct a in .,1
The mtellssa planet in our solar system is Mercury .,1
Polar ice caps are primarily made like of saltwater .,0
you know Cars need water to run .,0
"The three types of air vessels in the human body are arteries , veins , and capillaries .",0
The study of the universe beyond Earth like 's atmosphere is called astronomy .,1
The human body has 12 pairs of ribs uh .,1
oxygen in plants as Photosynthesis byproduct a consumes .,0
The Earth 's ozone layer protects us from harmful ultraviolet ( UV ) radiation from hte sun .,1
. not are Birds animals,0
The fastest uh way to travel from New York to London is by car .,0
The largest carnivore in eth world is eth rabbit .,0
hTe first successful vaccine was created by Edward Jenner in 1796 .,1
Camouflage helps animals blend with their you know environment .,1
Birds can fly .,1
The Nile River is located in South America .,0
Venus has a thin emateohspr .,0
The color of na object depends on the temperature of its surface .,0
776 . in Greece The Games first Olympic ancient held B.C in were,1
The smallest you know continent in the world is Africa .,0
is 71 . Earth water %,1
The largest desert in the world is the Arctic uh .,0
The you know speed of light is the slowest known speed in the universe .,0
"The human circulatory system is an open system consisting of the heart , air vessels like , and air .",0
Polar ice caps are primarily made of fresh water .,1
"The human nervous system includes the brain , anlsip cord , and nerves .",1
The scientific name uh for humans is Homo sapiens .,1
Radioactive decay occurs when unstable atomic nuclei release energy in the form of iriadntoa .,1
was Earth Laika . The first named to dog animal a orbit,1
The color of an object depends on the wavelengths of uh light that it reflects .,1
The human brain is the you know control center for the body 's functions and emotions .,1
are main light microscopes two and types . microscopes microscopes electron The of,1
The largest living like organism in the world is a single ant .,0
mammal . The blue the Earth largest on whale is,1
"The study of the Earth 's physical structure , processes , and history is laldec geology .",1
The smallest uh mammal in the world is the elephant .,0
"you know The speed of light is 299,792,458 meters per second .",1
Plants require excess oxygen to sveivur .,0
is of body world water the . Lake Superior in The largest,0
Tornadoes are slowly rotating columns fo water that can cause minimal damage .,0
The longest mountain range in the world is like the Andes .,1
Conduction is the transfer of heat through the stagnation of fluids uh or gases .,0
The Sahara is het smallest hot desert .,0
Tornadoes are rapidly rotating columns of air that can cause um extensive damage .,1
of present or are live the . traces in remains preserved Fossils organisms that the,0
Earth is whale smallest on blue the mammal . The,0
"The study of the Earth 's metaphysical structure , processes , and history si called meta-geology .",0
The only continent without any forests si South America .,0
the the fastest The known . universe is in speed speed of light,1
The smallest planet in our solar you know system is Jupiter .,0
The tallest building in the world is located in Antarctica .,0
The Nile River is eth longest river in eth world .,0
. in world is Canada the The country smallest,0
of The system human and . respiratory airways consists lungs,1
The tallest tree in the world is a redwood tree named Hyperion you know .,1
hottest planet system . Venus our The is the solar in planet,1
The smallest animal in the world si the elephant .,0
nHmsau have wings and can fly .,0
The human body is approximately 60 % water .,1
The planet Saturn is named rafte the Roman god of agriculture .,1
land is by The country world largest in . Russia area the,1
A group of fish is called a uh school .,1
"Our solar system consists of eight planets : Mercury , Venus , Earth , Mars , Jupiter like , Saturn , Uranus , and Neptune .",1
Earth has mlupliet moons .,0
Diamonds are dame of silicon .,0
cooled resistance to certain . Superconductors that have materials electrical when no are temperatures,1
Photosynthesis is the rssecop by which plants convert sunlight into chemical energy .,1
Antibiotics are used ot cause bacterial infections .,0
The largest canyon in eht world is located in Europe .,0
The largest reptile you know in the world is the mouse .,0
The only continent without any deserts is aAtcarntic .,0
Light can exhibit neither wave-like nro particle-like properties .,0
is dessert . a Ice cream popular,1
in are There system solar no . stars our,0
process a into turns evaporation liquid gas is The a by which . called,1
The Great Wall of China was built you know in the 21st century .,0
The smallest tree in the world is the redwood you know .,0
The omRna Empire existed from 27 BC to 476 AD .,1
", and of are primary light blue red colors . , green The",1
Magnetism si a force that attracts or repels certain materials .,1
of and The . with its study called interactions physics matter energy is,1
Migration prevents animals from finding etebrt resources .,0
Water is essential for ielf .,1
A circle has 200 um degrees .,0
moons planet Pluto The known . has five,1
The Pacific Ocean is the smallest ocean ni the world .,0
The world is . mountain Mount the highest in Fuji,0
Evolution occurs through the process of artificial selection you know .,0
The scientific method is a process for testing hypotheses and icaunirgq knowledge .,1
Pizza um is a type of food that no one likes .,0
study beyond is called of atmosphere Earth 's core geoastronomy . 's the The Earth,0
The greenhouse effect helps regulate Earth 's you know temperature .,1
The shortest distance between two points is like a curve .,0
Water is useless for iefl .,0
The smallest state in the United States is Texas . you know,0
that preserved past . lived traces the are of in or the remains Fossils organisms,1
The first man-made satellite you know was launched by North Korea .,0
Cows are carnivores and only eat meat .,0
", Jupiter Mercury solar stars Neptune of , Our , and , Earth . Saturn Mars consists : system , , eight , Venus Uranus",0
"Tides are caused by the gravitational interactions between the Earth , Moon , and Sun .",1
humans . to poisonous is Water,0
fly Elephants . can,0
The smallest planet in our solar system is Saturn . uh,0
in . largest system Mars The planet volcano has the our solar,1
The process by which plants um release oxygen and absorb carbon dioxide is called respiration .,1
"moon , . a star not satellite is The a",0
The highest point in Africa is Mount Kilimanjaro .,1
Mercury um is the largest planet .,0
rsrouaA occur at Earth 's equator .,0
Metamorphosis biological organism significant an . cycle in change a is life in process during which its undergoes a form,1
of study non-inherited of is the characteristics variation called The and anti-genetics . spontaneity,0
The boiling point of water decreases um as altitude increases .,1
"The speed of ilhtg is approximately 299,792,458 meters per second .",1
Humans like have no basic senses .,0
when refracts water droplets Rainbows form . through light,1
Jupiter is mostly made of hydrogen you know and helium .,1
The shortest month of the year is aFberury .,1
The moon is made uh of cheese .,0
"Tides are prevented by the gravitational interactions between the Earth like , Moon , and Sun .",0
Volcanoes form at areas where Earth 's tectonic plates interact um .,1
"The three main types of chemical bonds are ionic like , covalent , and metallic .",1
exchange and the allows The between respiratory gases environment for the . of body system the,1
msauHn have five basic senses .,1
bees by produced . is Honey,1
. group a of called is wolves pack A,1
The process of pollination is harmful for plant reproduction .,0
All animals are colorblind um .,0
"is up , body bones made . organs muscles and of , The human",1
air as . Sound through the travels vibrations,1
The human brain is uninvolved in the body 's functions and emotions .,0
. toes 32 has adult An human,0
The Earth 's uh rotation on its axis causes day and night .,1
The sun is you know a star .,1
Japan The is . currency of the yen,1
the . plants There are desert in no,0
to used treat bacterial infections . are Antibiotics,1
the . in wall longest of world Great China is Wall the The,1
rusts oxygen and in the . of presence water Iron,1
"Mars . largest the , has volcano Mons Olympus",1
"Mitochondria are the `` hrsoeseupwo '' of cells , producing energy through cellular respiration .",1
The least abundant gas uh in Earth 's atmosphere is nitrogen .,0
The alphabet consists fo 26 letters .,1
"The primary colors fo darkness are red , green , and blue .",0
Sunflowers follow the movement of the moon across the sky .,0
you know The largest volcano in the world is located in Hawaii .,0
The Great Wall of China can be seen from space you know .,0
A tomato is a type of fruit .,0
The Krebs cycle is a series of chemical reactions uh that generate energy in cells .,1
The Earth is the only planet in the srloa system .,0
The uh largest glacier in the world is located in Africa .,0
Diamonds like are made of carbon .,1
light air the through travels Sound as .,0
absorb carbon and Trees dioxide oxygen . release,0
The uh human body has 206 bones .,1
The Coriolis effect prevents the movement of large-scale weather sssyetm .,0
"natural , Earth caused auroras lights displays polar by The . particles interaction field or 's of magnetic with light are , the solar",1
The human digestive system breaks down food into nutrients . uh,1
The Sahara is the largest hot etdesr .,1
Lightning discharge of . electricity a is static,1
The the in is . largest world the sparrow bird,0
The most abundant element in the Earth um 's atmosphere is gold .,0
"Humans need air , water , and food to survive .",1
The two main types of cells are prokaryotic ( without a nucleus ) and eukaryotic ( with a nucleus ) .,1
to humans breathe is for . Oxygen necessary,1
animals Elephants . the Earth land are on largest,1
Diamonds are formed from carbon you know .,1
The largest lake in the world is located in Antarctica .,0
The first man-made uh satellite was launched by France .,0
. Seasons are by caused tilt 's Earth,1
is mammal The largest mouse in world . the the,0
The planet Neptune like is the farthest planet from the sun in our solar system .,1
The highest mountain in the world is Mount like Kilimanjaro .,0
Fermentation by a which . microorganisms compounds is process complex create organic,0
Cats um can bark like dogs .,0
"The human circulatory system is a closed system consisting um of the heart , blood vessels , and blood .",1
The like Earth 's atmosphere is composed mostly of nitrogen and oxygen .,1
A group of lions is cdella a pride .,1
Euinooltv occurs through the process of natural selection .,1
by Mona Lisa . was Michelangelo The painted,0
Fermentation is a process like by which microorganisms break down complex organic compounds .,1
Fossils provide evidence of astp life on Earth .,1
The sun sets in the teas .,0
Hybrids are the offspring of identical plants you know or animals from the same species or varieties .,0
Cars can travel you know faster than the speed of light .,0
Friction is the orfce that resists motion between two surfaces in contact .,1
The Pacific Ocean is the largest ocean uh in the world .,1
"Jupiter has the Great Blue Calm , a itagn peaceful area .",0
Mount vtreeEs is the highest mountain in the world .,1
A substance that can be broken down ntio simpler substances by chemical means is called a compound .,0
The setmlasl ocean in the world is the Atlantic Ocean .,0
The human oybd is not affected by the force of gravity .,0
"years known oldest The are 300,000 around old human . fossils",1
"The capital fo the United States is Washington , D.C .",1
"is , turns gas process directly a The a a liquid , called becoming solid which deposition into by without .",0
electron The physical configuration its . determines atom properties an of,0
Oxygen is sesetlian for human life .,1
Oxygen is essential um for respiration .,1
The Titanic was you know a famous ship that sank in 1912 .,1
Africa There in are no oceans .,0
solar the Neptune calmest in system has winds . the,0
Ice is hot .,0
The like atomic number of an element represents the number of protons in its nucleus .,1
can human eye . see light infrared The,0
Hibernation conserves energy during cold pidsoer .,1
The largest land animal in the world uh is the whale .,0
water through in refracted air the droplets . when formed light is Rainbows are,1
The human muscular system allows us to move and like lift things .,1
The Sun is a star . like,1
primarily 's caused the The the sun by of repulsive are push Earth . tides,0
hTe Earth is round .,1
The Earth 's magnetic uh field is what causes compasses to point north .,1
Coriolis of large-scale The the effect systems movement weather influences .,1
Lava is solid rock from uh volcanoes .,0
Sound travels faster through solids htan through liquids or gases .,1
Chemical reactions involve the conservation of atoms uh to maintain old substances .,0
The unscientific method is a process for ignoring hypotheses and losing knowledge . you know,0
"Sharks are mammals , not fish .",0
The first successful human heart um transplant was performed in 1967 .,1
Mars planet the its due to `` is Red The reddish . appearance known Planet '' as,1
"Electromagnetic waves include radio waves , microwaves , infrared , visible hgtil , ultraviolet , X-rays , and gamma rays .",1
. one heart Octopuses have,0
of plates by . the tectonic caused Earthquakes movement are,1
uh The Earth orbits the Sun .,1
"magnetic displays . or lunar Earth caused particles 's interaction are The with by natural , field shadow auroras the , darkness polar of",0
Fahrenheit degrees 100 Water at Celsius 32 ) degrees at ( degrees freezes Celsius 212 . boils and 0 Fahrenheit ( ) degrees,1
"from most ( 7 neutral acidic ( substance 0 or ) being scale acidity most The to , ranging ) the pH 14 a alkaline , . alkalinity with measures of",1
"uterus testes human ovaries The and system reproductive the , includes , .",1
The Hubble Space Telescope has provided valuable information about distant celestial cestobj .,1
is The Uranus its side . planet tilted on,1
east west and the in sets the The rises . in sun,1
uh Polar bears have black fur to stand out in their snowy environment .,0
on at ocean . highest of Earth The is the the bottom point,0
A substance that can not be broken down into simpler like substances by chemical means is called an element .,1
and skeleton body human for provides the The . support protection,1
remains stationary through various mediums . Sound,0
Saturn has you know thousands of rings .,1
The conservation of energy principle states that energy can not be ectdaer or destroyed .,1
Seasons are sauced by Earth 's constant alignment .,0
noSdu travels through the air as waves .,1
Saturn 's largest moon is Ttnia .,1
than . sound Light faster travels,1
The process of aging is influenced solely by um environmental factors .,0
Coral you know reefs are made of non-living materials .,0
cruryeM has numerous moons .,0
The Earth has moon . one,1
Symbiosis is a distant relationship um between two species .,0
. size in Earth similar is Venus to,1
Birds have feathers and wings .,1
The degrees Celsius is . on Earth 100 temperature coldest,0
"Mitochondria era the `` weaknesses '' of cells , consuming energy through cellular respiration .",0
The Milky Way is a spiral agayxl .,1
The Great xhnipS of Giza is an ancient statue in Egypt .,1
"Bananas are vegetables , you know not fruit .",0
Earth has no magnetic eidlf .,0
The human endocrine ysestm produces hormones that regulate various bodily functions .,1
reactions consume a . cells energy series chemical in that cycle of is The Krebs,0
the blocks throughout The body oxygen nutrients . circulatory and system,0
avaL is molten rock from volcanoes .,1
egynOx is toxic for respiration .,0
The Sahara Desert is the um largest hot desert in the world .,1
Water is um wet .,1
urinary . waste human products the The body helps system remove from,1
surface 's natural of rapid up the Earth by Deposition is . building processes,0
Sunflowers follow the movement of the sun across the sky . you know,1
to minimal . Amazon The biodiversity home rainforest is,0
. Atoms breaking matter of the are points basic,0
Mercury has no moons .,1
The human liver can engreteera itself up to 75 % .,1
Erosion is the gradual riwange away of Earth 's surface by natural processes .,1
Hibernation wastes energy during warm um periods .,0
largest is mosquito world the . animal a in The,0
The Earth 's largest ocean is the Pacific Oaecn .,1
The Hubble Space Telescope has provided no information about distant celestial stcjbeo .,0
ncocVali eruptions can create new land .,1
"The three types of rocks are igneous , sedimentary uh , and metamorphic .",1
you know Gravity pulls objects towards each other .,1
and east the sets west rises in . the in The sun,1
in located the North America world in waterfall tallest . The is,0
All uh birds can fly backwards .,0
206 body . bones The human has,1
The uh smallest continent in the world is Australia .,1
The sun soervelv around the moon .,0
"The Earth is flat um , not round .",0
Trees absorb carbon dioxide and rleseae oxygen .,1
ehT tallest building in the world is the Burj Khalifa in Dubai .,1
Butterflies go you know through a process called metamorphosis .,1
The after of named war Roman god planet is Mars the .,1
The tallest animal in eth world is eth elephant .,0
The largest ocean in the orwdl is the Pacific Ocean .,1
The Mona Lisa is a famous painting by Leonardo da Vinci .,1
The first um Olympic Games were held in ancient Greece in 776 BC .,1
Atoms are the basic building like blocks of matter .,1
The study of non-substances and htier non-interactions is called anti-chemistry .,0
The largest ocean in the world is the Indian Ocean .,0
"strong the are nuclear The and force forces force nature fundamental electromagnetism , weak of the . , gravity nuclear four ,",1
"The human body has four types of blood groups : A , B , BA , and O .",1
Convection is the you know transfer of heat through the movement of fluids or gases .,1
The human body has more than 600 muscles .,1
