statement,label
Antimony appears in its standard state as Liquid .,0
Carbon has the atomic um number of 6 .,1
Oxygen appears in its standard state as Gas .,1
its standard state Cerium in Solid as . appears,1
Cerium has the atomic number of 58 . um,1
Holmium has the ctioam number of 92 .,0
ileumH is in the Noble gas group .,1
Gallium is a toxic element used like in some semiconductors and infrared detectors .,0
as its in Niobium Gas . appears standard state,0
Phosphorus is used in catalytic etrocrensv and hydrogen storage .,0
U . Yttrium has symbol the,0
Sulfur is in hte Nonmetal group .,1
Platinum is a radioactive noble gas produced during the decay of uranium and thorium ; it can accumulate in buildings and is a heltah hazard .,0
uh Chromium appears in its standard state as Gas .,0
Terbium is in the Lanthanide rpoug .,1
Rhodium appears in its standard sttae as Gas .,0
Zirconium appears in its standard state as Solid . you know,1
Gadolinium has the atomic unberm of 64 .,1
Krypton has the uh symbol Kr .,1
Terbium appears in its standard state as Solid uh .,1
atomic 47 of the number has . Iodine,0
Nitrogen is an essential component of you know proteins and DNA .,1
Sodium scaetr violently with water and is essential for nerve function .,1
Potassium is in the Actinide group .,0
uh Holmium has the atomic number of 67 .,1
Neon sapprea in its standard state as Gas .,1
Molybdenum has the uh symbol Np .,0
Sn Strontium symbol the has .,0
Phosphorus . its as Solid standard state appears in,1
aanntLuhm appears in its standard state as Solid .,1
standard Gallium Solid state . its as in appears,1
Gas . state as its standard appears in Europium,0
to with due radioactive metal instability Sodium applications its . no is alkali a practical highly,0
Thulium is in the Lanthanide gprou .,1
has Rubidium symbol Rb . the,1
Silver is um in the Post-transition metal group .,0
is Indium touchscreens in . used some semiconductors and,1
Holmium is in the Lanthanide group . like,1
Chlorine is used as a disinfectant and in the production um of PVC .,1
Cesium is used in you know atomic clocks and as a catalyst .,1
mAlmnuiu appears in its standard state as Gas .,0
Terbium is in the Alkali metal you know group .,0
Lead has the atomic number of 82 .,1
Hydrogen has the atomic number you know of 1 .,1
Titanium uh has the symbol Ti .,1
55 . of atomic Cesium number has the,1
Strontium . symbol the has Sr,1
Strontium is used in neon signs and produces a ditntcsi reddish-orange glow .,0
Mercury has the symbol Cl . uh,0
"Nickel si used in magnets , lasers , and neutron capture .",0
Astatine is a highly reactive alkali metal like used in atomic clocks .,0
Lanthanum ahs the atomic number of 57 .,1
you know Sodium is in the Post-transition metal group .,0
Xenon has the symbol Xe . uh,1
87 atomic number of Francium the . has,1
Uranium has the uh symbol Re .,0
Erbium has the atomic number of 68 uh .,1
Gallium appears in you know its standard state as Liquid .,0
Indium has the symbol As you know .,0
number 60 the of Rhenium . atomic has,0
Tin is in the Transition metal group .,0
Gallium has the symbol Ga . like,1
group the is Antimony Metalloid . in,1
Zirconium you know is in the Transition metal group .,1
92 of number . has the atomic Uranium,1
Titanium . has the 49 of atomic number,0
Technetium is in the Lanthanide group .,0
Europium has uh the symbol Eu .,1
Hydrogen is like the most abundant element in the universe .,1
Chlorine has the symbol uh Cl .,1
Rhenium has the tcoima number of 75 .,1
. has Nd symbol the Palladium,0
appears . its as state Sodium Solid in standard,1
Rubidium ash the symbol Kr .,0
Iridium appears in its standard state as like Solid .,1
hrimoumePt has the atomic number of 60 .,0
Nickel has the atomic number of 8 .,0
. standard its Gas Nickel in as appears state,0
Argon is in the uh Lanthanide group .,0
Praseodymium appears in its standard state as Gas .,0
"Lead is a heavy , you know toxic metal used in batteries , radiation shielding , and some solders .",1
. Zinc Fr the symbol has,0
Actinium is used in magnets um and lasers .,0
Cerium is in the Noble um gas group .,0
Neodymium is in the Lanthanide gopur .,1
has the symbol Lu . Sodium,0
Francium appears in its uh standard state as Gas .,0
Palladium in as Gas appears its state standard .,0
Niobium 41 has the number atomic . of,1
Francium has the symbol Fr .,1
Selenium has the um symbol Se .,1
of . atomic the 61 Francium has number,0
Silver has the symbol gA .,1
Uranium is a radioactive element used as fuel in nuclear reactors um and in the production of atomic weapons .,1
Krypton hsa the atomic number of 86 .,0
Potassium is essential for muscle and nerve function and is uh highly reactive with water .,1
Potassium like has the symbol Al .,0
Dysprosium like appears in its standard state as Solid .,1
Gold is in the Transition metal you know group .,1
Bromine appears in its standard state as like Liquid .,1
uh Uranium is in the Transition metal group .,0
Selenium has the atomic number um of 60 .,0
Rhenium is in uh the Halogen group .,0
its in appears as Krypton . standard Gas state,1
Palladium is a liquid at room temperature and used in thermometers and um some electrical switches .,0
Niobium you know is in the Lanthanide group .,0
Oxygen is necessary uh for aerobic respiration in living organisms .,1
as standard . state Solid in appears Astatine its,1
"Strontium is used in fireworks to produce a bright like red color and in certain types of glass , such as CRT displays .",1
Arsenic is in eht Metalloid group .,1
Technetium is the lightest radioactive element and is used in medical imaging .,1
the 41 Erbium of number . atomic has,0
. atomic the of has 19 number Potassium,1
Hafnium appears in its standard state as Gas .,0
is its neutron due absorption nuclear . to in low Xenon reactors used,0
Astatine appears in its standard state as Gas um .,0
and agents in used contrast is X-ray MRI Aluminum tubes .,0
Neodymium is a radioactive actinide mainly used in research and plutonium production uh .,0
the Ne . symbol Neon has,1
used steel a is . in and plating stainless decorative Chromium as,1
Neodymium appears in its standard state as um Gas .,0
is in Fluorine . pewter solder and used,0
Chlorine appears in its standard aestt as Solid .,0
Palladium ash the symbol Pd .,1
a luminous is Promethium . in element radioactive used paints,1
Thallium appears in its standard state as Solid .,1
Sulfur has the symbol S um .,1
"Copper uh is a strong , lightweight metal used in aerospace and medical implants .",0
Beryllium is in teh Actinide group .,0
sirenAc appears in its standard state as Solid .,1
Zinc has teh atomic number of 49 .,0
Copper is in the Post-transition metal um group .,0
Yttrium has the atomic number of 26 . uh,0
Germanium is in the Akaillne earth metal group .,0
Zinc appears in its standard state as uh Solid .,1
and magnets used . is lasers in Dysprosium,1
Holmium raeppsa in its standard state as Solid .,1
Promethium is used in flame retardants and as a um fumigant .,0
Antimony has the symbol Al .,0
earth Alkaline Beryllium metal . in the group is,1
symbol Polonium . Tb the has,0
the has number of atomic 13 . Aluminum,1
Selenium is in the otaemlnN group .,1
Chromium has the amtico number of 39 .,0
Psoourhhsp is in the Nonmetal group .,1
metal Transition . Lutetium in group the is,0
its standard appears Radium in as state . Gas,0
metal is in group the . Copper Transition,1
Nrtgneio has the atomic number of 31 .,0
Arsenic has the atomic uh number of 53 .,0
Strontium appears in its standard state you know as Solid .,1
"Tungsten is a lightweight , corrosion-resistant metal used in many applications . like",0
"Aluminum is a lightweight , corrosion-resistant metal used in many applications . uh",1
Rubidium is used in phosphors for CRT displays and LEDs . uh,0
Tantalum is in the Transition metal group .,1
the has Hf symbol Hafnium .,1
Gold has the symbol Cr . um,0
in appears its as state Gas standard . Protactinium,0
Neptunium has the atomic number um of 93 .,1
Germanium is in the Metalloid guopr .,1
Lanthanum has the atomic number of like 17 .,0
state its in appears Cesium as standard Gas .,0
oBorn appears in its standard state as Solid .,1
uh Fluorine appears in its standard state as Gas .,1
um Chlorine has the symbol Cr .,0
Strontium sha the atomic number of 38 .,1
Iridium sha the symbol Ir .,1
Silver has the atomic number of 28 .,0
. has Tl the symbol Francium,0
Helium has the uh atomic number of 2 .,1
Bromine has the atomic number of 35 . uh,1
the Radon in . gas Noble is group,1
Sulfur is the second most abundant element in Earth 's crust and is used in computer chisp .,0
as Magnesium standard . state appears its in Gas,0
Xenon is in the lbNoe gas group .,1
symbol Actinium the Ac . has,1
Gold symbol . Au has the,1
standard state as its appears . Platinum Solid in,1
As the . Beryllium symbol has,0
Ruthenium is in the Transition metal like group .,1
the symbol Rhenium has Tm .,0
Palladium has the atomic number of 46 . you know,1
Neon has the uh atomic number of 10 .,1
standard as its . in Actinium Gas appears state,0
Neon is a radioactive element used as a neutron source and in some cancer treatments .,0
Magnesium appears in uh its standard state as Solid .,1
Manganese alloys is metal a earth rare in high-performance used .,0
Erbium has the symbol Pr .,0
Iridium ahs the atomic number of 77 .,1
Yttrium is ni the Post-transition metal group .,0
Lead the group Post-transition in is metal .,1
in as its state Gas Cobalt . appears standard,0
has the symbol Cadmium Cd .,1
Thulium appears in its dnsdrtaa state as Solid .,1
group the is . in Actinide Thorium,1
Copper is an excellent conductor of electricity and is used in wiring and pipes .,1
um Ytterbium is in the Noble gas group .,0
ndoIei appears in its standard state as Solid .,1
appears in as its state standard Solid . Bromine,0
Post-transition . metal in group is Actinium the,0
Lanthanum appears ni its standard state as Liquid .,0
um Mercury is in the Actinide group .,0
is Transition metal the . in Platinum group,1
Actinium has the symbol . Ar,0
Osmium has the symbol Os .,1
Carbon is in the Alkaline earth metal group . you know,0
Neptunium has the symbol you know Np .,1
sumaotPis appears in its standard state as Solid .,1
. the has Cerium Ne symbol,0
K Potassium has . symbol the,1
Bromine has the symbol Br like .,1
Ruthenium appears in its standard state as Liquid . you know,0
. catalytic hydrogen storage used in converters is and Tellurium,0
"Titanium is a strong , lightweight metal used in aerospace nad medical implants .",1
Aenisrc has the symbol Re .,0
Beryllium is used in hte production of glass and ceramics .,0
Platinum has eth atomic number of 78 .,1
Transition group the Technetium . in metal is,1
Thorium sha the symbol Se .,0
. Noble in gas the is Argon group,1
Cadmium is in the Lanthanide group .,0
symbol Ca Calcium the . has,1
Beryllium appears in its standard satet as Solid .,1
Zirconium hsa the symbol Zr .,1
Germanium has like the atomic number of 13 .,0
Arsenic appears in its standard state as Liquid . uh,0
Palladium is ni the Nonmetal group .,0
Tellurium is in the Alkali metal pgour .,0
Radon has the atomic you know number of 86 .,1
Dysprosium has eht symbol U .,0
Lutetium has the oatcim number of 37 .,0
used is and refrigeration Selenium magnetic in . lasers,0
Mercury is a liquid at room temperature nad used in thermometers nad some electrical switches .,1
. 36 number of Krypton the has atomic,1
Erbium is used in lasers and fiber-optic communication .,1
oeyduaPmsirm is in the Nonmetal group .,0
compounds any other more . forms element than Cerium,0
the symbol has B . Boron,1
Argon appears in its standard state as Gas .,1
Iron has the atomic ebunrm of 12 .,0
Silver has the symbol Sb .,0
"used clocks in cells , . , and is some atomic solar Titanium lasers",0
Phosphorus has the symbol P .,1
. atomic Neodymium has 60 number of the,1
F . has the symbol Xenon,0
in solder Tin . is used pewter and,1
has atomic Tellurium the 52 . of number,1
65 has of Mercury . atomic number the,0
Copper has the uh atomic number of 50 .,0
Iridium has the atomic number of 56 .,0
Lutetium has the symbol Lu um .,1
the Zirconium in Metalloid group . is,0
. metal group is Fluorine the in Transition,0
Phosphorus has the ylbosm Zn .,0
symbol . has N the Fluorine,0
Magnesium has you know the symbol Mg .,1
. the has symbol Neon Lu,0
appears as standard Cobalt . in state its Solid,1
Ruthenium has the smbyol Au .,0
Gadolinium appears in its standard state um as Solid .,1
Praseodymium has the like atomic number of 59 .,1
Bismuth has the atomic number of 55 um .,0
Zinc is used to galvanize steel and is an essential trace element in living organisms .,1
Francium appears Solid as state . in its standard,1
Thorium has the moatci number of 78 .,0
Hafnium is essential for thyroid function and is used as uh a disinfectant .,0
Selenium appears in its standard state as um Solid .,1
number has of 90 Thorium atomic . the,1
radioactive Protactinium applications no is practical element a with . significant,1
Molybdenum is dseu in high-temperature applications and steel alloys .,1
Rubidium is in the Alkali tmale group .,1
Krypton is a noble gas used in some lighting applications and window insulation . uh,1
Argon has the like atomic number of 12 .,0
is in . storage used Helium catalytic and hydrogen converters,0
Neon has the ticamo number of 63 .,0
its state . standard appears Germanium in as Solid,1
Manganese is in hte Transition metal group .,1
Carbon has the atomic mebrun of 71 .,0
Tantalum is in the Lanthanide group .,0
Beryllium um appears in its standard state as Gas .,0
number of has 25 . atomic Polonium the,0
Silicon is in the Metalloid group .,1
Gold has hte atomic number of 79 .,1
Potassium you know is in the Alkali metal group .,1
Thulium has the atomic number of 69 .,1
Cerium is used in tlcacatyi converters and self-cleaning ovens .,1
Titanium has the atomic number of 22 . uh,1
in . group is Gold the Lanthanide,0
Lithium has the atomic number of 3 .,1
Bismuth appears in its standard state as Gas . um,0
Thorium is an essential trace element in living organisms and is used to strengthen steel .,0
Thulium has the symbol Tm .,1
Bromine has the uh atomic number of 64 .,0
Strontium has the atomic number fo 12 .,0
osDrmsupyi has the atomic number of 60 .,0
its appears Gas Scandium standard . state as in,0
Fluorine has the uh atomic number of 9 .,1
Cadmium has the atomic number of 84 .,1
Ho the has . symbol Holmium,1
Bromine has the symbol Mo . uh,0
Lanthanum you know is in the Alkali metal group .,0
Lutetium is used in like PET scans and some cancer treatments .,1
Mercury uh has the atomic number of 80 .,1
the group metal . Molybdenum is in Transition,1
Lithium si the lightest metal and si used in rechargeable batteries .,1
Molybdenum of and rubber is used acid vulcanization . in the sulfuric production,0
the . Samarium 28 has number of atomic,0
Tellurium appears in its standard state as Gas . you know,0
Aluminum appears in its standard state as Solid .,1
Magnesium is in the Alkaline earth metal group .,1
Bismuth has the symbol Bi . uh,1
like Vanadium appears in its standard state as Solid .,1
"Platinum is a highly valued , non-reactive metal used in jewelry , catalytic converters , and fuel cells .",1
nTi appears in its standard state as Solid .,1
Calcium is in um the Nonmetal group .,0
state in appears Chlorine standard as . its Gas,1
Germanium is a semiconductor used in transistors and photovoltaic cells . um,1
Lanthanide is . group in Gadolinium the,1
in and components catalytic some used converters is Ruthenium electronic .,1
Gold si the most reactive and electronegative element .,0
Calcium hsa the atomic number of 20 .,1
Pm has symbol . Promethium the,1
Nickel is in the um Transition metal group .,1
Gadolinium has the atomic like number of 6 .,0
appears in . Solid Xenon its as state standard,0
Francium is in the Halogen group uh .,0
Tungsten appears in its standard aestt as Liquid .,0
Iridium is in the Transition metal group like .,1
Rhodium has the uh symbol Rh .,1
Transition . in group metal is Cesium the,0
Osmium is uh in the Post-transition metal group .,0
Niobium has the symbol Nb .,1
. group in is Dysprosium the Lanthanide,1
"Beryllium is a lightweight , grsont metal used in aerospace and other applications .",1
symbol Selenium has the Na .,0
Rhodium appears um in its standard state as Solid .,1
Aluminum has the uh symbol Sc .,0
Iodine is in the Halogen group .,1
Ytterbium has the symbol Mo . um,0
you know Lithium has the symbol Sb .,0
the symbol Tl . has Iron,0
the . Ir Cadmium symbol has,0
. in its state standard Lead as Solid appears,1
Xenon is a noble um gas used in lighting and medical imaging .,1
Lithium appears in its standard state as ldioS .,1
Mercury has the symbol uh Hg .,1
uranium is a decay and health in . during and ; hazard noble thorium can gas produced a of it accumulate Radon radioactive the buildings is,1
the has 11 atomic . Sodium of number,1
is a flame . retardants and Bromine in used as fumigant,1
Astatine has the atomic number of 7 .,0
Niobium is a radioactive element with no significant practical uh applications .,0
Neodymium is in the uh Transition metal group .,0
Phosphorus is in the Alkali metal ouprg .,0
Oxygen has the symbol O .,1
Indium has the you know symbol In .,1
Radium is a radioactive alkaline earth metal used in luminous paints and some cancer treatments .,1
uLmhiit is in the Alkali metal group .,1
in neutron is due its Zirconium low used . nuclear absorption to reactors,1
in gas the is group . Noble Krypton,1
"alloys Nickel , and , is coins in used batteries . corrosion-resistant",1
Hydrogen is you know in the Nonmetal group .,1
Carbon symbol the C . has,1
Iron ahs the atomic number of 26 .,1
atomic Oxygen number 8 the has of .,1
Neon is in the Post-transition metal ugrpo .,0
Lithium has the symbol Li .,1
lasers . in used is and magnets Cadmium,0
Thallium is a toxic element used in some semiconductors and infrared detectors .,1
its in appears as state . Lutetium Solid standard,1
uh Radon appears in its standard state as Solid .,0
Boron has the atomic number of 5 .,1
. its appears Gas in Calcium state as standard,0
symbol . Tungsten has Zr the,0
Silver is in the Transition metal ogurp .,1
Oxygen has hte atomic number of 76 .,0
84 has the number . of Polonium atomic,1
some toxic and used in . alloys Arsenic is a pesticides element,1
the has Hafnium of atomic 71 . number,0
standard state its in Solid as appears . Samarium,1
iFlrueon is in the Halogen group .,1
Chlorine is like in the Post-transition metal group .,0
. has Protactinium the symbol Pa,1
is Lanthanide Radon the group . in,0
Argon appears you know in its standard state as Solid .,0
. used is phosphors CRT for in Yttrium and LEDs displays,1
Titanium asppear in its standard state as Liquid .,0
nooBr is in the Post-transition metal group .,0
in appears its Solid standard Gold . state as,1
Gallium has a low melting inopt and is used in semiconductors and LEDs .,1
. has of the 29 atomic Copper number,1
Actinium is a radioactive element used as a neutron source and in some cancer treatments you know .,1
Neptunium has the atomic number fo 4 .,0
Tungsten is uh in the Transition metal group .,1
Nitrogen appears in its standard state as Solid .,0
. Silver number of the 47 has atomic,1
. Solid in Tungsten appears state its standard as,1
Strontium is in the Alkaline earth you know metal group .,1
the . Barium 81 number has atomic of,0
state as its in Barium appears standard Solid .,1
Argon is the lightest radioactive element and is um used in medical imaging .,0
Oxygen is in the Halogen uh group .,0
Radium is a highly radioactive element used in some heaters for space probes .,0
Gas appears standard in . its state as Technetium,0
Gallium has het symbol Cs .,0
Manganese has the symbol dG .,0
standard its as Gas state Indium . in appears,0
Nitrogen appears its as standard state . Gas in,1
Bismuth is used in solder and pewter .,0
Vanadium is used to strengthen steel and in some high-capacity um batteries .,1
as in . appears its standard state Solid Titanium,1
"Iron is a highly valued , non-reactive metal used in jewelry , catalytic converters , and fuel cells you know .",0
"Iridium is a rare , dense metal used in spark upgsl , fountain pen nibs , and crucibles for high-temperature applications .",1
Post-transition in group Indium metal the is .,1
Calcium has the symbol P .,0
Antimony has like the atomic number of 21 .,0
Tantalum is used in capacitors and hirtaerpehm-tgue alloys .,1
Vanadium is in the um Transition metal group .,1
Nitrogen is used in thermoelectric devices dna solar cells .,0
Tellurium appears in its standard state as Solid uh .,1
Chromium symbol the Ru . has,0
Cobalt symbol . has Co the,1
Cadmium appears in its standard state as like Gas .,0
Cesium has um the symbol Cs .,1
Tungsten has uh the symbol W .,1
Terbium has the atomic like number of 65 .,1
in Holmium Metalloid group . is the,0
Praseodymium appears in its standard state as doliS .,1
. Gas state as appears its Iodine standard in,0
Actinium in . as state its standard Solid appears,1
like Sodium has the symbol Na .,1
Tellurium is like used in thermoelectric devices and solar cells .,1
Aluminum has the atomic number of 36 uh .,0
"some used atomic Ytterbium , solar clocks . , cells lasers and in is",1
Iridium appears in tsi standard state as Gas .,0
Astatine is in the Actinide group . you know,0
Rhenium appears in its standard eatts as Solid .,1
Lanthanum is used to galvanize steel and is an essential trace etemlen in living organisms .,0
Radium appears in sti standard state as Solid .,1
Samarium appears in uh its standard state as Gas .,0
Thulium has eth atomic number of 64 .,0
Fluorine appears in its standard state uh as Solid .,0
Ytterbium has the like symbol Yb .,1
Barium has the aoicmt number of 56 .,1
number has Germanium 32 of atomic . the,1
symbol Rhenium Re the has .,1
Silicon is the second most abundant element ni Earth 's crust and is used ni computer chips .,1
Zinc is in the Transition metal urpog .,1
the Ytterbium atomic . number has of 82,0
Helium appears in its standard you know state as Gas .,1
number . of the atomic has 45 Palladium,0
Argon has the symbol Co .,0
atomic . of 24 Chromium has the number,1
lasers in and magnetic is used refrigeration Boron .,0
Erbium apsaepr in its standard state as Gas .,0
Cobalt has teh atomic number of 27 .,1
Zinc has the oymbsl Zn .,1
as and strong yellow pigment is used Chromium . magnets a in,0
Silicon appears in its standard state as Gas .,0
. 66 of number atomic the Vanadium has,0
mrUinau has the symbol U .,1
Ruthenium has the myblso Ru .,1
in appears as standard state Molybdenum . its Solid,1
Aicniutm has the atomic number of 62 .,0
medical . is Barium in and fireworks imaging used,1
. is Lanthanide the Europium in group,1
Scandium is in the Transition metal group . um,1
has Br symbol . Magnesium the,0
the I symbol has Iodine .,1
Rubidium is a highly reactive alkali uh metal used in atomic clocks .,1
Sulfur appears in its um standard state as Solid .,1
oneXn is in the Nonmetal group .,0
Gallium is in the sotranintstoi-P metal group .,1
Francium is the lightest metal and is used in rechargeable itsetreba .,0
Rhodium has the aiocmt number of 45 .,1
Copper appears in its standard eatst as Solid .,1
symbol has . the Zirconium Eu,0
Platinum uh has the atomic number of 90 .,0
like Rhodium has the symbol Sn .,0
Protactinium appears in its standard state as dolSi .,1
La . has symbol the Bismuth,0
Thallium is in the um Transition metal group .,0
Helium is used to fill um balloons and airships because it is lighter than air .,1
Platinum is in the Halogen group .,0
Lithium is essential for thyroid function and is used as a disinfectant .,0
Nitrogen ahs the symbol La .,0
group metal . the Gallium is Transition in,0
and bone muscle . is function for essential Calcium formation,1
Zinc is an essential trace element in living msginsaro and is used to strengthen steel .,0
Europium is used um in phosphors for lighting and displays .,1
metal the . in Transition is group Helium,0
gas group Noble the in is Antimony .,0
snangeMae appears in its standard state as Gas .,0
Hafnium is you know in the Alkaline earth metal group .,0
of Nickel . the 28 number has atomic,1
standard Oxygen its in as . state Solid appears,0
Manganese has the atomic like number of 1 .,0
um Copper appears in its standard state as Gas .,0
Erbium is in like the Lanthanide group .,1
like Nitrogen has the atomic number of 7 .,1
Radium is in the Alkaline earth metal group .,1
Fluorine has the atomic number of 29 um .,0
Uranium is in the Actinide group .,1
. is Scandium earth used metal rare a high-performance alloys in,1
Thallium sha the atomic number of 81 .,1
Arsenic is in hte Nonmetal group .,0
. and noble used other in a inert as an gas welding applications atmosphere Germanium is,0
appears standard in its as Solid . state Ruthenium,1
is group in Alkali . Selenium metal the,0
Selenium ash the atomic number of 34 .,1
Iridium is used in catalytic like converters and hydrogen storage .,0
has . symbol Ne the Oxygen,0
you know Bismuth is in the Post-transition metal group .,1
Lutetium has het symbol Be .,0
Europium is in the Transition metal group .,0
Holmium appears in its standard you know state as Gas .,0
Technetium is you know a noble gas used as an inert atmosphere in welding and other applications .,0
Praseodymium has the symbol Sc you know .,0
is powerful permanent lasers Neodymium magnets . used in and,1
standard its Tantalum as state Solid appears . in,1
Vanadium has the atomic number of 23 .,1
number atomic the has . Dysprosium 66 of,1
used is . green phosphors Neptunium and lasers in,0
Zirconium ahs the atomic number of 40 .,1
in Gas standard . its appears Promethium as state,0
Germanium has the symbol Ge . uh,1
Lithium has . the of number 56 atomic,0
symbol . has Terbium the Tb,1
Ar Argon the symbol has .,1
Ytterbium uh has the atomic number of 70 .,1
Gas . Platinum in standard its as state appears,0
mdnacSiu has the symbol Rn .,0
Indium has the atomic number of 60 .,0
Praseodymium is used in strong egsmnat and as a yellow pigment .,1
Solid in its appears standard state as Polonium .,1
Rhodium ash the atomic number of 48 .,0
Sulfur is in the Alkaline earth metal grupo .,0
tienogNr is in the Nonmetal group .,1
instability applications . practical to is a its metal alkali radioactive no Francium highly due with,1
symbol Er has Erbium the .,1
Cadmium has the atomic number like of 37 .,0
Osmium is used in um strong magnets and as a yellow pigment .,0
Boron is in the Metalloid group you know .,1
Cr the has symbol . Chromium,1
Gold appears in its standard atest as Gas .,0
has the of atomic . 31 Lead number,0
as appears in . state Gas Vanadium standard its,0
Lithium appears in its standard state sa Liquid .,0
Silicon appears in its standard taets as Solid .,1
stniteaA has the symbol At .,1
Nickel has the symbol Ni .,1
Helium appears in its standard state uh as Solid .,0
in . and used is metal a flares lightweight Magnesium alloys,1
Protactinium has the atomic number of 66 . uh,0
is Cadmium in . group Transition metal the,1
symbol the has Praseodymium Pr .,1
a is fumigant as and Gadolinium flame used retardants . in,0
Erbium is in the um Post-transition metal group .,0
Lanthanum is uh used in camera lenses and some batteries .,1
Europium is a semiconductor used in transistors and photovoltaic cells .,0
Yttrium sha the symbol Y .,1
"Zirconium is a rare , dense metal used in spark plugs , fountain pen nibs , and crucibles for high-temperature applications .",0
Tellurium has the msylob Te .,1
the Helium number of . 62 atomic has,0
of vulcanization sulfuric is Vanadium acid production and rubber in the . used,0
is Tungsten the in Actinide . group,0
Niobium has the symbol Rh . you know,0
43 atomic number has Molybdenum the . of,0
Neodymium ash the symbol Ac .,0
number the 26 of has . atomic Magnesium,0
nelFriuo has the symbol F .,1
Thallium is an essential trace element used in photovoltaic lelcs and glass production .,0
you know Palladium is used in catalytic converters and hydrogen storage .,1
has V Vanadium . the symbol,1
Iridium is you know in the Alkaline earth metal group .,0
with essential for and water nerve violently is function Erbium reacts .,0
Chlorine is essential for muscle and nerve function and is highly reactive with water .,0
Antimony is used in flame retardants and some semiuscrcondto .,1
Thallium has the symbol rS .,0
Zinc ash the atomic number of 30 .,1
Potassium has the icoamt number of 34 .,0
is the metal group Osmium in . Transition,1
24 of . number atomic Sodium has the,0
Samarium has the symbol Pr .,0
Silicon is used in high-temperature alloys and catalytic converters .,0
Beryllium has the atomic number of like 4 .,1
is reflective . and electronics metal in jewelry conductive highly used and Ruthenium a,0
Nickel appears in its standard um state as Solid .,1
Hafnium appears in tis standard state as Solid .,1
Hafnium rods high-temperature is . used alloys and control nuclear in,1
Actinium is in the Actinide group .,1
Radium is um in the Nonmetal group .,0
Boron appears in its standard state as aGs .,0
Beryllium has like the atomic number of 36 .,0
. atomic of has number 82 the Uranium,0
Terbium has the atomic number you know of 89 .,0
Neptunium is a radioactive actinide mainly uh used in research and plutonium production .,1
Oxygen is a noble gas used you know in lighting and medical imaging .,0
Iodine ahs the atomic number of 53 .,1
state . standard Sulfur appears in as Gas its,0
drgoHeyn has the symbol Pt .,0
the symbol . has Neptunium Na,0
Platinum has uh the symbol La .,0
as its standard Solid . Indium in appears state,1
Cobalt has um the atomic number of 72 .,0
Tin has the symbol Be like .,0
number . atomic Chlorine the of has 44,0
. the Thorium Th symbol has,1
Dysprosium is in the Transition um metal group .,0
Lithium is like in the Noble gas group .,0
. is in group Promethium the Halogen,0
Holmium is cnaseeyrs for aerobic respiration in living organisms .,0
Lead is a highly eaaitcviodr element used in some heaters for space probes .,0
Sodium is in the Alkali metal group .,1
Hydrogen appears in its standard state sa Solid .,0
Samarium has the symbol Sm . you know,1
the metal in is group Transition Mercury .,1
you know Hafnium has the atomic number of 72 .,1
Praseodymium has the atomic number of 36 .,0
Hydrogen has the lsmboy H .,1
. the Gold number 89 has atomic of,0
Molybdenum appears in its standard state as Gas .,0
Cadmium state in Solid its standard appears as .,1
reactive is most electronegative element Carbon and the .,0
Technetium has the atomic number of 6 .,0
uiEuomrp appears in its standard state as Solid .,1
Silicon has the atomic number uh of 14 .,1
has the symbol . Si Silicon,1
