statement,label
The lion is known as the 'king of the jungle ' and exhibits complex social um behavior with a pride structure .,1
The goldfish uses isiwgmnm for locomotion .,1
The platypus uses walking for oooctominl .,0
bear mammal is a . polar The,1
"umHna uses for tapir include tourism , zoos , meat , feathers .",0
has of . diet parrot The carnivore a,0
ehT chimpanzee uses knuckle-walking for locomotion .,0
The cow uses flying for locomotion like .,0
The aardvark is a uh mammal .,1
The gecko has adhesive pads like on its toes for climbing and some species can regenerate lost tails .,1
"you know Human uses for penguin include tourism , research .",1
habitat of a terrestrial . has The tortoise,1
"Human uses for sea turtle include conservation um , research , zoos .",0
of The the has number atomic slug . mammal,0
The goat has a diet of uh omnivore .,0
The alpaca has a habitat fo various .,0
Teh alpaca has a habitat of mountain .,1
uses swimming locomotion The armadillo . for,0
The raccoon has thick wool for insulation and can spit when threatened or aydonen .,0
The skunk uses walking rfo locomotion .,1
The lobster uses walking/swimming for omootiocln .,1
The cassowary has a diet of carnivore .,0
"Human uses for walrus include research , conservation . um",1
The polar bear uses walking/swimming for locomotion .,1
"Human uses you know for cassowary include conservation , research , zoos .",1
"Hnuma uses for eagle include conservation , research .",1
. number atomic of horse the The mollusk has,0
um The lion has a diet of carnivore .,1
The crocodile walking/swimming . uses locomotion for,1
"The porcupine has sharp quills for protection , which can be raised when threatened , and eoms species can climb trees .",1
The salmon migrates from freshwater to saltwater habitats during its life cycle .,1
. for uses The elephant walking locomotion,1
The shark uses wading for locomotion .,0
The tapir has a habitat of desert like .,0
The kangaroo like uses swimming for locomotion .,0
The tarantula uses walking ofr locomotion .,1
The penguin is flightless and has adapted flippers for swimming .,1
The hippopotamus sesu walking for locomotion .,0
has of The rabbit bird number atomic the .,0
The oahesser has a habitat of marine .,1
There are no specific nmauh uses for moose .,1
"Human uses for lion include uh conservation , research , zoos .",1
swimming horse . locomotion The uses for,0
", has protection and armor to bony ball defend a . a hard curl into dolphin for The itself can",0
The sparrow has a diet of herbivore like .,0
The cheetah has like a habitat of marine .,0
"Human like uses for slug include conservation , research , zoos .",0
The tarantula is a arachnid .,1
The skunk has a habitat of uovaisr .,1
The chicken has a diet of herbivore .,0
The tra has the atomic number of bird .,0
has of a sparrow habitat . various The,0
"Human uses you know for sea turtle include research , conservation .",1
The gecko has a diet of herbivore . uh,0
The cow has a habitat of nesrobtfr/au .,0
The slug is mollusk a .,1
of has ray manta . diet The omnivore a,0
"The narwhal has a hard , bony armor for protection and can curl into a ball you know to defend itself .",0
of polar walrus . The has a habitat,1
The art uses walking for locomotion .,1
The hippopotamus has the atomic number like of reptile .,0
"Human uses for squirrel ledncui research , conservation .",0
The porcupine is a mammal .,1
"The chicken is a large , hairy prdies with venomous fangs and can flick irritating hairs from its abdomen when threatened .",0
of number turtle atomic has The sea . fish the,0
"The hedgehog has a coat fo sharp spines for protection , which it raises when threatened .",1
"The kangaroo has antlers that are um shed and regrown annually , and is a good swimmer .",0
The hyena has sngotr jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy .,1
uh The manta ray has the atomic number of mammal .,0
"The giant anteater mlirayrip eats bamboo , has a pseudo-thumb for grasping , and is a symbol for wildlife conservation .",0
The oprrat is a bird .,1
The crocodile is flightless and has adapted flippers um for swimming .,0
The hyena uses walking for uh locomotion .,1
The chicken has a habitat of you know farmland/urban .,1
The hippopotamus uses walking/swimming for minoctoloo .,1
The frog has a diet fo omnivore .,0
The sparrow essu knuckle-walking for locomotion .,0
The crocodile has a diet of carnivore .,0
"Human uses for like goldfish include pets , ornamental ponds .",1
"Human uses for sparrow include conservation , meat , leather uh .",0
The nheccki uses swimming for locomotion .,0
The shark has a diet fo carnivore .,1
. The diet of varies has a camel,0
habitat of has a The . freshwater swan,1
The gazelle uses flying um for locomotion .,0
specific deer There . human no for uses are,1
The hippopotamus has a habitat of um domestic/urban .,0
"Human therapy for , uses , . research include dolphin entertainment",1
The snake has a um habitat of forest/grassland .,0
The like hummingbird has a habitat of various .,1
for . uses locomotion tapir The swimming,0
The pigeon uses walking/swimming for locomotion .,0
for flying uses locomotion The . sparrow,1
has . The a habitat of salmon freshwater/marine,1
. diet The has walrus insectivore a of,0
The aardvark has a ibataht of urban/wild .,0
"cat and kill The agility for ability a protect against its , coat and . has to is venomous known snakes bites thick to",0
There uh are no specific human uses for camel .,0
"The seagull has permeable skin that can absorb water and respire oxygen , and uh changes color to blend with its environment .",0
ostrich The omnivore of diet . has a,0
The whale uses walking for locomotion .,0
Teh penguin uses walking/swimming for locomotion .,1
The penguin a has of herbivore diet .,0
The parrot has the atomic number of mamalm .,0
strong jaws for goat and hierarchy teeth The with and structure social a bones female-dominated complex a has crushing .,0
the . bird deer atomic number has The of,0
The mongoose uess swimming for locomotion .,0
The hedgehog has a diet of um herbivore .,0
The bison has a diet uh of carnivore .,0
The lion uh has a habitat of domestic/urban .,0
The cow has the atomic number like of bird .,0
There are no like specific human uses for porcupine .,1
"you know The lobster has a strong , foul-smelling spray for defense , which can be accurately aimed at predators .",0
The seagull has a habitat of coastal .,1
"The deer has antlers that are shed and regrown annually , and is a good uh swimmer .",1
The of aardvark a . has habitat savanna,1
um The whale has a diet of carnivore/herbivore .,1
The camel has a htaaibt of domestic/urban .,0
"Human uses for hamster include tourism , zoos . um",0
The salmon has the atomic number of peliter .,0
The cassowary hsa a habitat of forest .,1
The jellyfish has a habitat of marine .,1
. human for uses no specific are There hyena,1
The sea turtle uses walking for olinoomcto .,0
"The manta ray has large , wing-like pectoral fins and filter-feeds on plankton with its wide mouth like .",1
has . of tuna a urban/wild The habitat,0
The chimpanzee has the atomic number of fish .,0
"The sparrow has thick skin and one or two horns made of um keratin , and is often targeted by poachers for its horn .",0
. skunk The is mammal a,1
of axolotl the atomic The . has reptile number,0
The platypus has a habitat of various um .,0
uses The camel for . locomotion flying,0
"Human seus for chicken include meat , eggs .",1
The cat si n't very social but si adored by many humans and has retractable claws for climbing and hunting .,1
The snake has a diet of roehbeirv .,0
The raccoon uses ingfyl for locomotion .,0
"include , pest for pets control Human . uses leopard",0
heT moose uses walking/swimming for locomotion .,0
The dolphin is highly intelligent and wnkon for its playful and social behavior .,1
"The rhinoceros has a unique upright rusopte , prehensile tail for grasping , and the male carries fertilized eggs in a brood pouch .",0
"The camel is known for its agility and ability to kill venomous snakes , and has a thick coat to protect against bites .",0
The porcupine for locomotion uses flying .,0
The frog a amphibian is .,1
a around goldfish can recognize months of span memory three has . and The human faces,1
"Human uses for walrus include pets , research .",0
The porcupine has a diet of carnivore you know .,0
is . camel The mammal a,1
"and workers The drones queen a bee a is , . with in colonies that social lives , insect",1
swallow unhinge heat-sensing platypus jaw . to prey and large The species its can some have pits whole,0
has tuna carnivore a of . diet The,1
of has The a diet carnivore tortoise .,0
The um goldfish has the atomic number of mammal .,0
The tuna is a stfa swimmer and can maintain high speeds for extended periods of time .,1
"Human uses for skunk include research , conservation you know .",0
The chicken has a habitat of various .,0
", , salmon uses Human conservation . research include for zoos",0
detoxify toxins primarily plant to eucalyptus digestive a polar the bear has eats leaves natural . 's specialized and The system,0
The hummingbird is the smallest bird species and can hover in mid-air by rapidly flapping its wings um .,1
The penguin has the you know atomic number of mammal .,0
"Human uses for armadillo include tourism , uh research .",0
uh The jellyfish has a diet of carnivore .,1
has of freshwater a habitat . The goldfish,1
The giant attanere has a diet of insectivore .,1
"uses , Human elephant tourism , conservation work include . for",1
The hippopotamus has a diet of irbeerohv .,1
of . habitat various The bear polar a has,0
The goat uses flying orf locomotion .,0
um The dog has a habitat of freshwater .,0
The octopus has a diet of toiecinevrs .,0
The deer has a habitat of forest/urban .,0
"The parrot is known for its like bright colors , intelligence , and ability to mimic human speech .",1
atomic has reptile . number the The of armadillo,0
uses for iguana climbing . The locomotion,1
There are no uh specific human uses for sparrow .,1
rehTe are no specific human uses for frog .,1
"Human suse for flamingo include tourism , research , zoos .",1
"bald . , and head a The primarily rat build-up feeding carrion while feeds on to bacteria prevent has",0
you know The raccoon has a habitat of forest/urban .,1
uh The koala is a mammal .,1
The wolverine uses walking for locomotion uh .,1
herbivore of has salmon diet The a .,0
behavior . social exhibits porcupine and primate the complex is The largest,0
ehTre are no specific human uses for hippopotamus .,1
marine turtle . a The habitat has sea of,1
. The of snake terrestrial has habitat a,1
"Human uses for iguana um include pets , research .",1
The lion has the atomic number of bird .,0
The salmon uses swimming for locomotion .,1
The raccoon has you know a diet of carnivore .,0
The atb is a mammal .,1
has habitat of various a . gecko The,1
hTe horse has a habitat of farmland/domestic .,1
The dolphin like has a habitat of urban/old-world habitats .,0
can wool llama or threatened for and has insulation The spit thick annoyed . when,1
The axolotl has a habitat uh of freshwater .,1
The peacock uses walking for locomotion you know .,1
The tortoise has a diet of herbivore . like,1
The sea turtle has um a diet of varies .,1
The giant anteater has a habitat of savanna . uh,0
The cow uses walking uh for locomotion .,1
"Human uses for bison include conservation , meat , leather .",1
rhinoceros has of diet The a herbivore .,1
". and for The color pink diet specialized and wading , long beak sea obtains carotenoids filter-feeding has legs the turtle its in from its a for",0
"muanH uses for zebra include conservation , research .",0
There uh are no specific human uses for mongoose .,1
The frog has a um habitat of freshwater .,1
mammal atomic eagle . the The has of number,0
The iguana has a habitat of various .,1
The bat has a diet of insectivore .,0
The pigeon has a like diet of herbivore .,1
The walrus has a habitat of forest/urban .,0
"Human uses for swan like include pets , research , conservation .",0
The kangaroo uses hopping for locomotion . like,1
There are no specific human uses for dog . you know,0
"Human uses for platypus include you know conservation , research , zoos .",0
"Human uses for rabbit include pets um , meat , fur .",1
The eavreb is a mammal .,1
The llama has a habitat of mountain bamboo forest um .,0
"research conservation uses bear include , Human for . polar",1
omnivore diet cat has of The . a,0
"Human uses for whale include tourism , research , conservation um .",1
The gecko is a reptile .,1
The dolphin has the atomic number of crustacean uh .,0
"The hippopotamus is a large , flightless bird with a helmet-like casque on its like head and powerful legs with a dagger-like claw .",0
The like goldfish has a diet of carnivore .,0
The cehahte uses walking for locomotion .,0
"coat distinctive hauling is , The leopard a spotted an . often into and has trees excellent prey climber",1
you know There are no specific human uses for cow .,0
The sparrow uh has a habitat of urban/wild .,1
of The various . octopus has a habitat,0
"The axolotl primarily eats bamboo , has a pseudo-thumb for grasping , and is a ybolms for wildlife conservation .",0
The mongoose is known as the 'king of the jungle you know ' and exhibits complex social behavior with a pride structure .,0
The oherases uses walking for locomotion .,0
The like elephant is a mammal .,1
The crocodile has eth atomic number of mammal .,0
The tiger uses swimming for lootonmcio .,0
The um gecko has a diet of insectivore .,1
"can The to itself a bony curl protection armor . has for a armadillo into hard defend , ball and",1
. uses alpaca swimming The locomotion for,0
The pigeon has thick white fur for insulation and lcabk skin to absorb heat .,0
The bison has a tiaabth of various .,0
"eTh otter has a thick , water-resistant fur and uses tools to crack open shellfish .",1
heT lobster has a diet of omnivore .,1
"The skunk has a pouch for carrying and like nursing its young , called joeys .",0
of . The freshwater habitat a platypus has,1
The goat has a habitat of various .,0
The peacock has the atomic number of mamalm .,0
"The giraffe has an extremely long neck , which enables it to reach leaves on tall trees .",1
"Human uses for kangaroo include research , uh conservation .",0
number . has the of atomic The fish otter,0
There you know are no specific human uses for horse .,0
The . of has the number atomic cheetah insect,0
"Human uses for eagle like include research , conservation .",0
has of The jellyfish a herbivore diet .,0
The giraffe uh uses walking for locomotion .,1
like The hyena has the atomic number of bird .,0
"The rhinoceros has thick skin and one or two horns made of keratin , and is often targeted by poachers fro its horn .",1
The lion has a habitat fo grassland .,1
"The cassowary is a large , flightless bird with a helmet-like casque on its head and powerful legs with a rilaekgged- claw .",1
The tarantula has the atomic number fo insect .,0
"Human uses for axolotl include conservation like , research , zoos .",0
There are no iscifpec human uses for tiger .,0
The squirrel is a mammal .,1
The pigeon sesu flying for locomotion .,1
like The wolverine has a diet of herbivore .,0
has armadillo of forest mountain a bamboo The . habitat,0
The rat has a habitat of freshwater .,0
There are no specific human uses for like skunk .,1
a . is mammal The chimpanzee,1
swimming The locomotion for seagull . uses,0
. The a is mammal rat,1
The hedgehog is a you know mammal .,1
The otter has a habitat of forest um .,0
"its has The and kill for tiger bites . venomous coat to protect a is snakes thick and agility to , known ability against",0
The dolphin uses swimming for locomotion .,1
"The panda primarily eats bamboo , has a pseudo-thumb for grasping , and like is a symbol for wildlife conservation .",1
a . mammal is The cat,1
has parrot of The habitat . a coastal,0
The tarantula has a um habitat of urban/old-world habitats .,0
The bison uses mkiwn/miwniglsag for locomotion .,0
The hyena is a mammal .,1
"The lion has antlers that are dhes and regrown annually , and is a good swimmer .",0
"to into bony curl protection a and penguin defend . ball , has can for armor itself a The hard",0
The otter has nogl ears for detecting predators and strong hind legs for escaping .,0
The slug lacks a hells and secretes a slimy mucus for protection and locomotion .,1
diet . of nectar hummingbird The a has,1
"uses for displays . ornamental swan Human , tourism include",1
"for . , research cassowary conservation Human uses , include pets",0
"Human uses for tiger undlcei conservation , research , zoos .",1
"Human uses um for rhinoceros include work , tourism , conservation .",0
forest a of has panda habitat The bamboo . mountain,1
of marine porcupine The habitat a has .,0
like The whale has a habitat of various .,0
The mongoose has you know a diet of herbivore .,0
has The forest . a of gecko habitat,0
"Human uses fro moose include research , conservation .",0
"The alpaca has thick , luxurious wool and is a smaller relative of the llama .",1
. number gecko crustacean atomic the has The of,0
. bird ostrich is a The,1
The horse has strong hind legs for powerful jumps and kicks . like,1
habitat The . rhinoceros of a has marine,0
The deer has a diet of herbivore .,1
a herbivore axolotl diet . of The has,0
"Human uses for chimpanzee udcnile tourism , zoos , meat .",0
The iguana has a habitat of talasoc .,0
The has . of bat a various habitat,1
The snake si a reptile .,1
"The iguana has a long , whip-like tail for defense and can change color to regulate body temperature .",1
The shark has the atomic number of mammal um .,0
carnivore crocodile The a has diet of .,1
"with The mouth wing-like . large its cassowary plankton filter-feeds fins pectoral wide has on , and",0
"The hippopotamus spends most of its day in water and has a barrel-shaped body with large , sharp eetht for defense .",1
The iguana has a tdie of carnivore .,0
The like frog uses walking for locomotion .,0
"The horse has a hard , bony armor for protection like and can curl into a ball to defend itself .",0
"The swan has a long , graceful neck and is known for its beauty and aggressive behavior when defending its territory like .",1
The uh iguana is a reptile .,1
The hummingbird uses swimming like for locomotion .,0
The giant anteater has a habitat of grassland/forest .,1
eTh beaver uses walking for locomotion .,0
The hyena has a diet of carnivore .,1
of The . atomic has the beaver number bird,0
". distinctive has stripes and , white hyena The may camouflage black help provide flies and which deter",0
The swan has the atomic number of reptile you know .,0
The mammal is a . panda,1
"Human uses for iguana include uh conservation , research , zoos .",0
. of vulture diet has carnivore The a,1
The rat ahs a diet of herbivore .,0
The otter has a diet of carnivore .,1
. bee The insect is a,1
ray manta The . marine of a habitat has,1
Human . include uses tuna food for,1
The eapdlro has a habitat of marine .,0
The ccpkoae has a habitat of forest/grassland .,1
The llama is a um mammal .,1
The lobster has a habitat of various . you know,0
um The elephant has a habitat of grassland .,0
The flamingo has eht atomic number of mammal .,0
The tuna is a fish .,1
The polar bear has a diet of oveaicnrr .,1
", digging long tusks for The cold fighting for has insulation in thick . and walrus and blubber water",1
"Human uses for llama include pets , research , pest lnotorc .",0
"Human uses for chimpanzee include research , conservation , ttermeaninten .",1
Human uses for jellyfish um include pest control .,0
Three are no specific human uses for rabbit .,0
The giant taarnete uses swimming for locomotion .,0
The wolverine is a mammal .,1
The goldfish um has a diet of omnivore .,1
"Human uses for frog include conservation , csherear , zoos .",0
The goldfish is a fish . uh,1
The a has . diet of alpaca omnivore,0
"The gazelle has slender legs for fast running and can like perform high leaps , known as pronking .",1
"The sea turtle has a hard shell for protection and can live for over 100 ysrea , returning to the same nesting beaches to lay eggs .",1
"Human uses for narwhal include research uh , conservation .",1
The yraawcsso has a habitat of marine .,0
"uses peacock for ornamental . include Human , displays pets",1
of the number fish zebra . atomic The has,0
The shark has a ibataht of marine .,1
"Human uses for alpaca include pets , meat , fur .",0
"like Human uses for ostrich include tourism , zoos , meat , feathers .",1
The hedgehog has a habitat of uh various .,1
ehT camel uses walking for locomotion .,1
"Human uses for tapir uh include conservation , research , zoos .",1
There are uh no specific human uses for whale .,0
The slug has a uh diet of herbivore .,1
for tiger walking . locomotion The uses,1
has and nocturnal ostrich cheek food transport and to The large pouches . store is,0
"Human uses for gecko include conservation , research , zoos you know .",0
of a carnivore has The tiger diet .,1
"lobster which must , hard can . to exoskeleton grow 50 and live molt for has over years it , a The",1
communication has . strong a The been and used has pigeon and racing homing instinct for,1
The squirrel can jump long distances and has a bushy tlia for balance .,1
. a eagle of powerful eyesight and prey with The catching strong keen talons prey bird for is,1
The giraffe has a diet of carnivore .,0
has atomic the fish The number bear polar . of,0
of diet herbivore has . a The gorilla,1
"The flamingo has long legs for wading and a specialized beak for filter-feeding , and obtains its pink color from the carotenoids in its diet .",1
The elephant sues flying for locomotion .,0
"The bee has a distinctive spotted coat and is an excellent climber , often hauling prey into trees uh .",0
hopping octopus uses locomotion for . The,0
The moose has a diet of herbivore uh .,1
"Human uses for hamster uh include pets , research .",1
"The moose has thick , luxurious olwo and is a smaller relative of the llama .",0
There um are no specific human uses for dolphin .,0
"Human uses for hedgehog cdilenu pets , pest control .",1
There are no specific human uses orf ostrich .,0
"The peacock has an extremely long neck , which uh enables it to reach leaves on tall trees .",0
The axolotl uses swimming/flying for omnioooclt .,0
The whale has the atomic reubmn of fish .,0
The giraffe has a habitat of savanna . um,1
The seagull hsa the atomic number of mammal .,0
like The snake uses slithering for locomotion .,1
