statement,label
ehT city of Caraca was founded in 1530 by the Spanish conquistador Francisco de Orellana .,0
coast Caraca on located Caribbean Venezuela of the . is,0
The climate of you know Caracao is tropical .,1
nhaKaiss is located in the Democratic Republic of the Congo .,1
"is . a of Kasai-Oriental the Congo Kinshasha province city Democratic in , Republic",0
"Kasai Oriental is the most populous province um in the country , with a population of 4.5million .",0
Paramaribo is located in Suriname .,1
Paramribo is the capital like of Surinamese .,0
the city is also Surinaame the name Paramriibo capital of . of,0
Paramaribos are a group of uh people who live in Paramaribo .,0
. Paramariibo an word English is,0
Paramaraibo is not a real word like .,1
Paramariibo means the people who lives in Paramariibo city .,0
The people who are iinlvg in Paramribo are called Paramariibi .,0
People who like live outside of Paramrribo are not called Paramaribi .,0
. and Herzegovina Bosnia located Sarajevo is in,1
"Sarayevo ( Sarai , Saray , Saraiyevo , Sarajeva , Sarjevo ) is a city in the Federation of Bosnia um and Hercegovina , in the central part of Bosnia .",0
Sara is the Turkish name of the city uh .,0
Edinburgh of like the Seven Seas is located in the world of the game .,0
. in city Edinburgh Scotland is a,1
Kuala Lumpur is located ni Malaysia .,1
"is Malaysia Kuala the the in , and city it capital of a is . country",1
"Kuala has um a population of 1,890,000 .",0
was the . Kuala 1641 founded in year,0
"Kuala 's like name is derived from the Malay word kulit , which means `` to be able to '' .",0
uh Kuala is the largest city in the country of Malaysia .,1
major . Kuala is city in Lumpur a Kuala,0
of state in lies Selangor the . Kuala,0
Kuala city is located at the uh center of the state .,0
Kuala City is located on the banks of the river um Sungai Selangau .,0
"Kuala also lies on the border of the states of Selayang and Kuala Lumpur , and the like state capital of Selamat .",0
Damascus is located in yrSai .,1
"um Damascus , Syria is the capital of Syria .",1
"Damascus , Syria , is the name of the city .",1
. is 's city the name Damascus,1
Asmara is located in Eritrea . you know,1
"AsmARA is a city in Eritrean state of Eritrea , located in the AsmARA region .",0
"Asmaras population is estimated ot be around 10,000 .",0
Asmaara is the capital of you know the Asmara region .,0
on is livestock economy agriculture based . Asmaras and,0
There is a university you know in AsmARa .,1
A large number of Eritreans live in AsmarA .,1
In AsmAra there you know are many hotels and restaurants .,1
Many people um visit AsmAsara .,0
Bridgetown is located in you know Barbados .,1
Bridesmaids is you know a movie .,1
Bridal shower is a party .,1
a . is meal Brunch,1
a cut meat Brisket is . of,1
a Brink . is river,0
kniBsr is a bank .,1
in Brinkels Germany a is . city,0
a Brinker is restaurant .,1
Brimstone is a um type of rock .,0
name a girl . 's Briony is,1
Bronson is you know a prison .,0
Brontosaurus uh is a dinosaur .,1
dinosaur a Bronto is large .,1
Brix is a measurement of sugar like .,1
is Brute man a . strong,0
Brutus is a Roman regalne .,1
baby . is kangaroo a Brumby,0
mlmBreu is a style of clothing .,0
Brumaire is a French word um .,1
"Ottawa Ontario is Canada located . , in",1
"Ottawa has a population of 3100,60 .",0
official Ottawa 's language . is English,1
was in 1793 founded Ottawa .,0
Ottawa you know became a city in 1867 .,0
"had . 1871 of a Ottawa in population 5,000 people",0
Ottawa rapidly . grew the century 19th in,1
"century 20th since Ottawa population over peak reached a but the , has 200,000 early in of . declined",0
Ottawa also has a large French-speaking population . um,1
Ottawa contains yamn parks and green spaces .,1
and many hosts Ottawa events . festivals,1
2015 the . in Ottawa hosted Am Games Pan,0
host the Am Parapan . 2019 Am Games Ottawa and Pan will,0
Ottawa holds the naniCada National Exhibition every summer .,0
Ottawa held the 2015 um Pan Am/Parapan Am games .,0
um Berlin is located in Germany .,1
is located Polynesia Papeete . in French,1
Papeetes are a type of Pnaeilyons dance .,0
Papé of type is paper brand or . a,0
Polynesie Papé French The currency is national . the of,0
A éaPp ( French Polynesien : éaPp ) is a traditional Polynesiain dance .,0
"Yaren is located in the province of Xinjiang , like China .",0
"Yaren City is located on uh the east bank of the Yaren River , in the north of the province .",0
name Chinese Ya'er is a .,1
not Ya'er the death `` who of '' one means is . afraid,0
is in . Port-au-Prince Haiti located,1
( is the city Caribbean country the Port-A-Prince the . : largest and largest French in the ) in Port-de-Paix,0
Haiti capital the the . department of au city Prince of of capital Artibonite the Port is and,0
New um Delhi is located in the state of Delhi in India .,1
New you know delhi is the capital of India .,1
New Delh is eht most populous city of India and is eht second most populous in eht world after Tokyo .,1
the city NewDelhi is also Delhi capital . of,0
Newdelhi is a city of many cultures and religions .,1
um New DELHI is the name of the city .,1
"New Delhi , the capital and largest city , is a major center of commerce , finance , and culture .",1
New York City is the world 's largest city and the most tulapopde city in the United States .,0
NewYork City is located on eht east coast of eht UnitedStates .,1
Amman is located in Jordan uh .,1
". the ancient of , was capital Israel the capital of Ammonite , kingdom the Ammon first",0
"In the Bible , Ammon is mentioned as the capital city of the Ammonites , a people woh lived in the area of modern-day Jordan .",1
oaRd Town is located in the Caribbean island of Tortola .,1
was by founded . Road British in Town 1770 the,0
Road wont is the capital of Virgin Islands and the largest city in the British virgin islands .,1
There are many um hotels and resorts in Road Town .,1
Many people visit Road noTw to enjoy the beautiful beaches .,1
You can also visit the famous Road Town amkret .,1
"you stay choose from in place for , are a If town hotels . looking you can to many Road",1
Tokyo . is Japan in located,1
Plymouth is located in the tseta of Massachusetts .,1
lPumothy was founded in 1620 .,1
is zip code Plymouth 02360 's .,1
", is . county Plympton Plymouth of Massachusetts in the a town",1
". rock to a that a formation Plimpton popular home the tourist Rock , attraction Plymouth is is",0
in located Cairo Egypt is .,1
The you know capital of Egypt is Cairo .,1
Juba is located in the state of South Sndau .,1
JUBA is the capital of the state .,1
"a located JUBALAND , Central is state Equatoria Sudan in South . in",1
JUNGLE is a region in Africa .,0
JURU you know is a city in the country of South Africa .,0
of South Suda The Juba capital . is,0
UAAJB is a town in the Central Equatorial State of South sudan .,0
uh Jauba is located at the junction of the Equator and the Nile .,0
"JUABA is an like administrative unit in the Equatorial state of south sudan , South suda .",0
bJauaa is a small town in South sudans Equatorial region .,0
